'Time and date','II','MCL1','ABP'
'[12:35:37.401 03/12/3299]',0.053,0.500,139.200
'[12:35:37.409 03/12/3299]',0.066,0.500,137.600
'[12:35:37.417 03/12/3299]',0.066,0.434,136.000
'[12:35:37.425 03/12/3299]',0.079,0.368,133.600
'[12:35:37.433 03/12/3299]',0.079,0.368,131.200
'[12:35:37.441 03/12/3299]',0.066,0.303,128.800
'[12:35:37.449 03/12/3299]',0.066,0.184,126.400
'[12:35:37.457 03/12/3299]',0.053,0.118,124.000
'[12:35:37.465 03/12/3299]',0.053,0.053,120.800
'[12:35:37.473 03/12/3299]',0.039,0.000,117.600
'[12:35:37.481 03/12/3299]',0.026,0.000,115.200
'[12:35:37.489 03/12/3299]',0.026,-0.053,112.000
'[12:35:37.497 03/12/3299]',0.013,-0.053,108.000
'[12:35:37.505 03/12/3299]',0.013,-0.118,104.800
'[12:35:37.513 03/12/3299]',0.000,-0.118,100.800
'[12:35:37.521 03/12/3299]',0.000,-0.118,97.600
'[12:35:37.529 03/12/3299]',-0.013,-0.118,93.600
'[12:35:37.537 03/12/3299]',-0.013,-0.118,90.400
'[12:35:37.545 03/12/3299]',-0.013,-0.118,87.200
'[12:35:37.553 03/12/3299]',-0.026,-0.118,84.000
'[12:35:37.561 03/12/3299]',-0.026,-0.118,81.600
'[12:35:37.569 03/12/3299]',-0.026,-0.118,79.200
'[12:35:37.577 03/12/3299]',-0.026,-0.118,77.600
'[12:35:37.585 03/12/3299]',-0.026,-0.118,76.000
'[12:35:37.593 03/12/3299]',-0.026,-0.053,75.200
'[12:35:37.601 03/12/3299]',-0.026,-0.053,74.400
'[12:35:37.609 03/12/3299]',-0.026,-0.053,73.600
'[12:35:37.617 03/12/3299]',-0.026,-0.053,72.800
'[12:35:37.625 03/12/3299]',-0.026,-0.053,72.800
'[12:35:37.633 03/12/3299]',-0.026,-0.053,72.800
'[12:35:37.641 03/12/3299]',-0.026,-0.053,72.000
'[12:35:37.649 03/12/3299]',-0.026,-0.053,72.000
'[12:35:37.657 03/12/3299]',-0.026,-0.053,71.200
'[12:35:37.665 03/12/3299]',-0.026,-0.053,71.200
'[12:35:37.673 03/12/3299]',-0.013,-0.053,70.400
'[12:35:37.681 03/12/3299]',-0.013,-0.053,70.400
'[12:35:37.689 03/12/3299]',-0.013,-0.118,69.600
'[12:35:37.697 03/12/3299]',-0.013,-0.118,69.600
'[12:35:37.705 03/12/3299]',0.000,-0.118,68.800
'[12:35:37.713 03/12/3299]',0.000,-0.118,68.000
'[12:35:37.721 03/12/3299]',0.013,-0.118,68.000
'[12:35:37.729 03/12/3299]',0.013,-0.118,67.200
'[12:35:37.737 03/12/3299]',0.013,-0.118,66.400
'[12:35:37.745 03/12/3299]',0.013,-0.118,66.400
'[12:35:37.753 03/12/3299]',0.013,-0.118,65.600
'[12:35:37.761 03/12/3299]',0.026,-0.118,65.600
'[12:35:37.769 03/12/3299]',0.026,-0.118,64.800
'[12:35:37.777 03/12/3299]',0.013,-0.118,64.000
'[12:35:37.785 03/12/3299]',0.013,-0.118,64.000
'[12:35:37.793 03/12/3299]',0.026,-0.118,63.200
'[12:35:37.801 03/12/3299]',0.026,-0.118,63.200
'[12:35:37.809 03/12/3299]',0.026,-0.118,62.400
'[12:35:37.817 03/12/3299]',0.026,-0.118,61.600
'[12:35:37.825 03/12/3299]',0.026,-0.053,61.600
'[12:35:37.833 03/12/3299]',0.026,-0.053,60.800
'[12:35:37.841 03/12/3299]',0.026,-0.053,60.800
'[12:35:37.849 03/12/3299]',0.039,-0.053,60.000
'[12:35:37.857 03/12/3299]',0.053,-0.053,59.200
'[12:35:37.865 03/12/3299]',0.079,-0.053,59.200
'[12:35:37.873 03/12/3299]',0.092,-0.053,58.400
'[12:35:37.881 03/12/3299]',0.105,-0.053,58.400
'[12:35:37.889 03/12/3299]',0.105,-0.053,57.600
'[12:35:37.897 03/12/3299]',0.092,-0.053,57.600
'[12:35:37.905 03/12/3299]',0.079,-0.053,56.800
'[12:35:37.913 03/12/3299]',0.079,-0.053,56.800
'[12:35:37.921 03/12/3299]',0.079,-0.118,56.000
'[12:35:37.929 03/12/3299]',0.079,-0.118,56.000
'[12:35:37.937 03/12/3299]',0.066,-0.118,55.200
'[12:35:37.945 03/12/3299]',0.039,-0.118,55.200
'[12:35:37.953 03/12/3299]',0.000,-0.053,54.400
'[12:35:37.961 03/12/3299]',-0.013,-0.053,54.400
'[12:35:37.969 03/12/3299]',0.000,-0.118,53.600
'[12:35:37.977 03/12/3299]',0.000,-0.118,53.600
'[12:35:37.985 03/12/3299]',0.000,-0.053,53.600
'[12:35:37.993 03/12/3299]',-0.013,-0.053,52.800
'[12:35:38.001 03/12/3299]',-0.013,-0.053,52.800
'[12:35:38.009 03/12/3299]',0.000,-0.053,52.800
'[12:35:38.017 03/12/3299]',0.000,-0.053,52.000
'[12:35:38.025 03/12/3299]',-0.026,-0.053,52.000
'[12:35:38.033 03/12/3299]',-0.079,0.000,52.000
'[12:35:38.041 03/12/3299]',-0.118,0.053,51.200
'[12:35:38.049 03/12/3299]',-0.026,0.184,51.200
'[12:35:38.057 03/12/3299]',0.263,0.368,51.200
'[12:35:38.065 03/12/3299]',0.526,0.618,50.400
'[12:35:38.073 03/12/3299]',0.579,0.184,50.400
'[12:35:38.081 03/12/3299]',0.329,-0.934,50.400
'[12:35:38.089 03/12/3299]',0.105,-1.750,49.600
'[12:35:38.097 03/12/3299]',0.000,-1.750,49.600
'[12:35:38.105 03/12/3299]',-0.053,-1.053,49.600
'[12:35:38.113 03/12/3299]',-0.105,-0.618,48.800
'[12:35:38.121 03/12/3299]',-0.132,-0.303,48.800
'[12:35:38.129 03/12/3299]',-0.132,-0.118,48.800
'[12:35:38.137 03/12/3299]',-0.105,0.000,48.000
'[12:35:38.145 03/12/3299]',-0.092,0.053,48.000
'[12:35:38.153 03/12/3299]',-0.092,0.118,47.200
'[12:35:38.161 03/12/3299]',-0.092,0.118,47.200
'[12:35:38.169 03/12/3299]',-0.066,0.118,47.200
'[12:35:38.177 03/12/3299]',-0.066,0.118,47.200
'[12:35:38.185 03/12/3299]',-0.066,0.184,46.400
'[12:35:38.193 03/12/3299]',-0.066,0.184,47.200
'[12:35:38.201 03/12/3299]',-0.066,0.184,47.200
'[12:35:38.209 03/12/3299]',-0.053,0.184,48.800
'[12:35:38.217 03/12/3299]',-0.039,0.184,51.200
'[12:35:38.225 03/12/3299]',-0.053,0.184,55.200
'[12:35:38.233 03/12/3299]',-0.053,0.184,60.800
'[12:35:38.241 03/12/3299]',-0.053,0.184,68.800
'[12:35:38.249 03/12/3299]',-0.039,0.184,77.600
'[12:35:38.257 03/12/3299]',-0.026,0.184,87.200
'[12:35:38.265 03/12/3299]',-0.026,0.250,96.800
'[12:35:38.273 03/12/3299]',-0.026,0.250,106.400
'[12:35:38.281 03/12/3299]',-0.013,0.250,114.400
'[12:35:38.289 03/12/3299]',0.000,0.303,121.600
'[12:35:38.297 03/12/3299]',0.000,0.303,127.200
'[12:35:38.305 03/12/3299]',0.013,0.368,132.000
'[12:35:38.313 03/12/3299]',0.013,0.368,135.200
'[12:35:38.321 03/12/3299]',0.026,0.434,137.600
'[12:35:38.329 03/12/3299]',0.039,0.500,139.200
'[12:35:38.337 03/12/3299]',0.039,0.500,140.000
'[12:35:38.345 03/12/3299]',0.066,0.500,140.000
'[12:35:38.353 03/12/3299]',0.079,0.553,140.000
'[12:35:38.361 03/12/3299]',0.092,0.500,139.200
'[12:35:38.369 03/12/3299]',0.105,0.500,138.400
'[12:35:38.377 03/12/3299]',0.105,0.500,136.800
'[12:35:38.385 03/12/3299]',0.105,0.434,135.200
'[12:35:38.393 03/12/3299]',0.118,0.434,133.600
'[12:35:38.401 03/12/3299]',0.118,0.368,131.200
'[12:35:38.409 03/12/3299]',0.105,0.303,128.800
'[12:35:38.417 03/12/3299]',0.105,0.184,126.400
'[12:35:38.425 03/12/3299]',0.105,0.118,124.000
'[12:35:38.433 03/12/3299]',0.092,0.053,120.800
'[12:35:38.441 03/12/3299]',0.079,0.000,117.600
'[12:35:38.449 03/12/3299]',0.066,-0.053,114.400
'[12:35:38.457 03/12/3299]',0.053,-0.053,111.200
'[12:35:38.465 03/12/3299]',0.066,-0.118,108.000
'[12:35:38.473 03/12/3299]',0.039,-0.118,104.800
'[12:35:38.481 03/12/3299]',0.013,-0.118,100.800
'[12:35:38.489 03/12/3299]',0.013,-0.118,96.800
'[12:35:38.497 03/12/3299]',0.039,-0.118,93.600
'[12:35:38.505 03/12/3299]',0.026,-0.118,89.600
'[12:35:38.513 03/12/3299]',0.013,-0.118,86.400
'[12:35:38.521 03/12/3299]',0.013,-0.118,83.200
'[12:35:38.529 03/12/3299]',0.013,-0.118,80.800
'[12:35:38.537 03/12/3299]',0.013,-0.118,78.400
'[12:35:38.545 03/12/3299]',0.000,-0.118,76.000
'[12:35:38.553 03/12/3299]',0.000,-0.118,74.400
'[12:35:38.561 03/12/3299]',0.013,-0.118,73.600
'[12:35:38.569 03/12/3299]',0.013,-0.118,72.800
'[12:35:38.577 03/12/3299]',0.013,-0.118,72.000
'[12:35:38.585 03/12/3299]',0.000,-0.118,71.200
'[12:35:38.593 03/12/3299]',-0.013,-0.118,71.200
'[12:35:38.601 03/12/3299]',0.000,-0.118,70.400
'[12:35:38.609 03/12/3299]',0.013,-0.118,70.400
'[12:35:38.617 03/12/3299]',0.013,-0.118,70.400
'[12:35:38.625 03/12/3299]',0.013,-0.118,69.600
'[12:35:38.633 03/12/3299]',0.026,-0.118,69.600
'[12:35:38.641 03/12/3299]',0.026,-0.118,68.800
'[12:35:38.649 03/12/3299]',0.026,-0.118,68.800
'[12:35:38.657 03/12/3299]',0.026,-0.118,68.000
'[12:35:38.665 03/12/3299]',0.013,-0.118,67.200
'[12:35:38.673 03/12/3299]',0.013,-0.118,67.200
'[12:35:38.681 03/12/3299]',0.013,-0.118,66.400
'[12:35:38.689 03/12/3299]',0.039,-0.118,65.600
'[12:35:38.697 03/12/3299]',0.039,-0.118,65.600
'[12:35:38.705 03/12/3299]',0.026,-0.118,64.800
'[12:35:38.713 03/12/3299]',0.026,-0.118,64.800
'[12:35:38.721 03/12/3299]',0.026,-0.118,64.000
'[12:35:38.729 03/12/3299]',0.026,-0.118,63.200
'[12:35:38.737 03/12/3299]',0.026,-0.118,63.200
'[12:35:38.745 03/12/3299]',0.026,-0.118,62.400
'[12:35:38.753 03/12/3299]',0.026,-0.118,62.400
'[12:35:38.761 03/12/3299]',0.026,-0.118,61.600
'[12:35:38.769 03/12/3299]',0.026,-0.118,60.800
'[12:35:38.777 03/12/3299]',0.013,-0.118,60.800
'[12:35:38.785 03/12/3299]',0.013,-0.118,60.000
'[12:35:38.793 03/12/3299]',0.026,-0.118,60.000
'[12:35:38.801 03/12/3299]',0.039,-0.053,59.200
'[12:35:38.809 03/12/3299]',0.039,-0.053,59.200
'[12:35:38.817 03/12/3299]',0.053,-0.053,58.400
'[12:35:38.825 03/12/3299]',0.066,-0.053,58.400
'[12:35:38.833 03/12/3299]',0.092,-0.053,57.600
'[12:35:38.841 03/12/3299]',0.092,-0.053,57.600
'[12:35:38.849 03/12/3299]',0.092,-0.053,56.800
'[12:35:38.857 03/12/3299]',0.105,-0.053,56.800
'[12:35:38.865 03/12/3299]',0.092,-0.053,56.000
'[12:35:38.873 03/12/3299]',0.079,-0.118,56.000
'[12:35:38.881 03/12/3299]',0.079,-0.118,55.200
'[12:35:38.889 03/12/3299]',0.079,-0.053,55.200
'[12:35:38.897 03/12/3299]',0.079,-0.053,54.400
'[12:35:38.905 03/12/3299]',0.053,-0.053,54.400
'[12:35:38.913 03/12/3299]',0.013,-0.053,54.400
'[12:35:38.921 03/12/3299]',-0.013,-0.053,53.600
'[12:35:38.929 03/12/3299]',-0.026,-0.053,53.600
'[12:35:38.937 03/12/3299]',-0.026,-0.053,53.600
'[12:35:38.945 03/12/3299]',-0.026,-0.053,53.600
'[12:35:38.953 03/12/3299]',-0.039,-0.053,53.600
'[12:35:38.961 03/12/3299]',-0.039,-0.053,52.800
'[12:35:38.969 03/12/3299]',-0.053,-0.053,52.800
'[12:35:38.977 03/12/3299]',-0.053,-0.053,52.800
'[12:35:38.985 03/12/3299]',-0.053,-0.053,52.800
'[12:35:38.993 03/12/3299]',-0.079,-0.053,52.800
'[12:35:39.001 03/12/3299]',-0.145,0.000,52.800
'[12:35:39.009 03/12/3299]',-0.184,0.118,52.800
'[12:35:39.017 03/12/3299]',-0.105,0.250,52.800
'[12:35:39.025 03/12/3299]',0.158,0.434,52.800
'[12:35:39.033 03/12/3299]',0.421,0.618,52.000
'[12:35:39.041 03/12/3299]',0.461,0.184,52.000
'[12:35:39.049 03/12/3299]',0.211,-1.000,52.000
'[12:35:39.057 03/12/3299]',0.000,-1.750,52.000
'[12:35:39.065 03/12/3299]',-0.079,-1.500,51.200
'[12:35:39.073 03/12/3299]',-0.132,-1.000,51.200
'[12:35:39.081 03/12/3299]',-0.158,-0.553,51.200
'[12:35:39.089 03/12/3299]',-0.184,-0.303,50.400
'[12:35:39.097 03/12/3299]',-0.184,-0.118,50.400
'[12:35:39.105 03/12/3299]',-0.171,0.000,49.600
'[12:35:39.113 03/12/3299]',-0.158,0.118,49.600
'[12:35:39.121 03/12/3299]',-0.145,0.118,49.600
'[12:35:39.129 03/12/3299]',-0.145,0.184,48.800
'[12:35:39.137 03/12/3299]',-0.132,0.184,48.800
'[12:35:39.145 03/12/3299]',-0.132,0.184,48.800
'[12:35:39.153 03/12/3299]',-0.132,0.184,48.800
'[12:35:39.161 03/12/3299]',-0.132,0.184,48.800
'[12:35:39.169 03/12/3299]',-0.118,0.184,48.800
'[12:35:39.177 03/12/3299]',-0.118,0.184,50.400
'[12:35:39.185 03/12/3299]',-0.118,0.184,52.800
'[12:35:39.193 03/12/3299]',-0.118,0.184,56.800
'[12:35:39.201 03/12/3299]',-0.118,0.184,63.200
'[12:35:39.209 03/12/3299]',-0.118,0.250,70.400
'[12:35:39.217 03/12/3299]',-0.105,0.250,79.200
'[12:35:39.225 03/12/3299]',-0.105,0.250,88.800
'[12:35:39.233 03/12/3299]',-0.105,0.250,97.600
'[12:35:39.241 03/12/3299]',-0.105,0.250,106.400
'[12:35:39.249 03/12/3299]',-0.092,0.303,114.400
'[12:35:39.257 03/12/3299]',-0.092,0.303,120.800
'[12:35:39.265 03/12/3299]',-0.079,0.368,126.400
'[12:35:39.273 03/12/3299]',-0.079,0.368,131.200
'[12:35:39.281 03/12/3299]',-0.066,0.368,134.400
'[12:35:39.289 03/12/3299]',-0.066,0.434,136.800
'[12:35:39.297 03/12/3299]',-0.053,0.500,138.400
'[12:35:39.305 03/12/3299]',-0.039,0.500,139.200
'[12:35:39.313 03/12/3299]',-0.026,0.500,139.200
'[12:35:39.321 03/12/3299]',-0.013,0.500,139.200
'[12:35:39.329 03/12/3299]',0.000,0.500,138.400
'[12:35:39.337 03/12/3299]',0.013,0.500,137.600
'[12:35:39.345 03/12/3299]',0.026,0.500,136.000
'[12:35:39.353 03/12/3299]',0.039,0.434,134.400
'[12:35:39.361 03/12/3299]',0.039,0.368,132.000
'[12:35:39.369 03/12/3299]',0.039,0.368,130.400
'[12:35:39.377 03/12/3299]',0.039,0.303,128.000
'[12:35:39.385 03/12/3299]',0.026,0.184,124.800
'[12:35:39.393 03/12/3299]',0.013,0.118,122.400
'[12:35:39.401 03/12/3299]',0.013,0.053,120.000
'[12:35:39.409 03/12/3299]',0.000,0.000,116.800
'[12:35:39.417 03/12/3299]',-0.013,0.000,113.600
'[12:35:39.425 03/12/3299]',-0.013,-0.053,110.400
'[12:35:39.433 03/12/3299]',-0.026,-0.053,107.200
'[12:35:39.441 03/12/3299]',-0.026,-0.118,103.200
'[12:35:39.449 03/12/3299]',-0.039,-0.118,100.000
'[12:35:39.457 03/12/3299]',-0.039,-0.118,96.000
'[12:35:39.465 03/12/3299]',-0.039,-0.118,92.000
'[12:35:39.473 03/12/3299]',-0.039,-0.118,88.800
'[12:35:39.481 03/12/3299]',-0.053,-0.118,85.600
'[12:35:39.489 03/12/3299]',-0.053,-0.118,82.400
'[12:35:39.497 03/12/3299]',-0.053,-0.118,80.000
'[12:35:39.505 03/12/3299]',-0.053,-0.053,78.400
'[12:35:39.513 03/12/3299]',-0.053,-0.053,76.800
'[12:35:39.521 03/12/3299]',-0.053,-0.053,75.200
'[12:35:39.529 03/12/3299]',-0.053,-0.053,74.400
'[12:35:39.537 03/12/3299]',-0.053,-0.053,73.600
'[12:35:39.545 03/12/3299]',-0.053,-0.053,72.800
'[12:35:39.553 03/12/3299]',-0.053,-0.053,72.800
'[12:35:39.561 03/12/3299]',-0.053,-0.053,72.000
'[12:35:39.569 03/12/3299]',-0.053,-0.053,72.000
'[12:35:39.577 03/12/3299]',-0.053,-0.053,71.200
'[12:35:39.585 03/12/3299]',-0.053,-0.053,71.200
'[12:35:39.593 03/12/3299]',-0.039,-0.053,71.200
'[12:35:39.601 03/12/3299]',-0.039,-0.053,70.400
'[12:35:39.609 03/12/3299]',-0.039,-0.053,70.400
'[12:35:39.617 03/12/3299]',-0.039,-0.053,69.600
'[12:35:39.625 03/12/3299]',-0.039,-0.053,69.600
'[12:35:39.633 03/12/3299]',-0.026,-0.053,68.800
'[12:35:39.641 03/12/3299]',-0.026,-0.053,68.000
'[12:35:39.649 03/12/3299]',-0.026,-0.118,68.000
'[12:35:39.657 03/12/3299]',-0.026,-0.118,67.200
'[12:35:39.665 03/12/3299]',-0.026,-0.118,67.200
'[12:35:39.673 03/12/3299]',-0.026,-0.118,66.400
'[12:35:39.681 03/12/3299]',-0.026,-0.118,65.600
'[12:35:39.689 03/12/3299]',-0.026,-0.118,65.600
'[12:35:39.697 03/12/3299]',-0.026,-0.118,64.800
'[12:35:39.705 03/12/3299]',-0.026,-0.118,64.800
'[12:35:39.713 03/12/3299]',-0.026,-0.118,64.000
'[12:35:39.721 03/12/3299]',-0.026,-0.118,63.200
'[12:35:39.729 03/12/3299]',-0.026,-0.118,63.200
'[12:35:39.737 03/12/3299]',-0.013,-0.118,62.400
'[12:35:39.745 03/12/3299]',-0.013,-0.118,61.600
'[12:35:39.753 03/12/3299]',-0.013,-0.118,61.600
'[12:35:39.761 03/12/3299]',-0.013,-0.053,60.800
'[12:35:39.769 03/12/3299]',0.000,-0.053,60.800
'[12:35:39.777 03/12/3299]',0.000,-0.053,60.000
'[12:35:39.785 03/12/3299]',0.000,-0.053,60.000
'[12:35:39.793 03/12/3299]',0.013,-0.053,59.200
'[12:35:39.801 03/12/3299]',0.039,-0.053,58.400
'[12:35:39.809 03/12/3299]',0.053,-0.053,58.400
'[12:35:39.817 03/12/3299]',0.079,-0.053,57.600
'[12:35:39.825 03/12/3299]',0.079,-0.053,57.600
'[12:35:39.833 03/12/3299]',0.066,-0.053,56.800
'[12:35:39.841 03/12/3299]',0.053,-0.053,56.800
'[12:35:39.849 03/12/3299]',0.039,-0.053,56.000
'[12:35:39.857 03/12/3299]',0.039,-0.053,56.000
'[12:35:39.865 03/12/3299]',0.053,-0.053,55.200
'[12:35:39.873 03/12/3299]',0.039,-0.053,55.200
'[12:35:39.881 03/12/3299]',0.000,-0.053,54.400
'[12:35:39.889 03/12/3299]',-0.026,-0.053,54.400
'[12:35:39.897 03/12/3299]',-0.039,-0.053,54.400
'[12:35:39.905 03/12/3299]',-0.053,-0.053,53.600
'[12:35:39.913 03/12/3299]',-0.053,-0.053,53.600
'[12:35:39.921 03/12/3299]',-0.053,-0.053,53.600
'[12:35:39.929 03/12/3299]',-0.053,-0.053,52.800
'[12:35:39.937 03/12/3299]',-0.053,-0.053,52.800
'[12:35:39.945 03/12/3299]',-0.053,-0.053,52.800
'[12:35:39.953 03/12/3299]',-0.053,-0.053,52.000
'[12:35:39.961 03/12/3299]',-0.066,-0.053,52.000
'[12:35:39.969 03/12/3299]',-0.105,0.000,52.000
'[12:35:39.977 03/12/3299]',-0.158,0.053,52.000
'[12:35:39.985 03/12/3299]',-0.118,0.184,51.200
'[12:35:39.993 03/12/3299]',0.132,0.303,51.200
'[12:35:40.001 03/12/3299]',0.447,0.618,51.200
'[12:35:40.009 03/12/3299]',0.553,0.618,50.400
'[12:35:40.017 03/12/3299]',0.368,-0.553,50.400
'[12:35:40.025 03/12/3299]',0.092,-1.618,50.400
'[12:35:40.033 03/12/3299]',-0.039,-1.750,50.400
'[12:35:40.041 03/12/3299]',-0.092,-1.184,49.600
'[12:35:40.049 03/12/3299]',-0.132,-0.684,49.600
'[12:35:40.057 03/12/3299]',-0.158,-0.368,49.600
'[12:35:40.065 03/12/3299]',-0.171,-0.184,48.800
'[12:35:40.073 03/12/3299]',-0.158,-0.053,48.800
'[12:35:40.081 03/12/3299]',-0.145,0.053,48.800
'[12:35:40.089 03/12/3299]',-0.132,0.118,48.000
'[12:35:40.097 03/12/3299]',-0.118,0.118,48.000
'[12:35:40.105 03/12/3299]',-0.105,0.184,48.000
'[12:35:40.113 03/12/3299]',-0.105,0.118,47.200
'[12:35:40.121 03/12/3299]',-0.105,0.184,47.200
'[12:35:40.129 03/12/3299]',-0.092,0.184,47.200
'[12:35:40.137 03/12/3299]',-0.092,0.184,48.000
'[12:35:40.145 03/12/3299]',-0.092,0.184,48.800
'[12:35:40.153 03/12/3299]',-0.092,0.184,51.200
'[12:35:40.161 03/12/3299]',-0.079,0.184,55.200
'[12:35:40.169 03/12/3299]',-0.079,0.184,61.600
'[12:35:40.177 03/12/3299]',-0.079,0.184,68.800
'[12:35:40.185 03/12/3299]',-0.079,0.184,77.600
'[12:35:40.193 03/12/3299]',-0.066,0.250,87.200
'[12:35:40.201 03/12/3299]',-0.066,0.250,96.800
'[12:35:40.209 03/12/3299]',-0.066,0.250,105.600
'[12:35:40.217 03/12/3299]',-0.053,0.303,113.600
'[12:35:40.225 03/12/3299]',-0.053,0.303,120.800
'[12:35:40.233 03/12/3299]',-0.039,0.303,126.400
'[12:35:40.241 03/12/3299]',-0.026,0.368,131.200
'[12:35:40.249 03/12/3299]',-0.026,0.368,135.200
'[12:35:40.257 03/12/3299]',-0.013,0.434,137.600
'[12:35:40.265 03/12/3299]',0.000,0.434,139.200
'[12:35:40.273 03/12/3299]',0.013,0.500,140.000
'[12:35:40.281 03/12/3299]',0.026,0.500,140.800
'[12:35:40.289 03/12/3299]',0.039,0.500,140.800
'[12:35:40.297 03/12/3299]',0.053,0.500,140.000
'[12:35:40.305 03/12/3299]',0.066,0.500,139.200
'[12:35:40.313 03/12/3299]',0.079,0.500,137.600
'[12:35:40.321 03/12/3299]',0.079,0.500,136.000
'[12:35:40.329 03/12/3299]',0.092,0.434,134.400
'[12:35:40.337 03/12/3299]',0.092,0.368,132.000
'[12:35:40.345 03/12/3299]',0.092,0.303,129.600
'[12:35:40.353 03/12/3299]',0.092,0.250,127.200
'[12:35:40.361 03/12/3299]',0.079,0.184,124.800
'[12:35:40.369 03/12/3299]',0.066,0.053,121.600
'[12:35:40.377 03/12/3299]',0.066,0.053,118.400
'[12:35:40.385 03/12/3299]',0.053,0.000,116.000
'[12:35:40.393 03/12/3299]',0.039,-0.053,112.800
'[12:35:40.401 03/12/3299]',0.026,-0.053,108.800
'[12:35:40.409 03/12/3299]',0.026,-0.118,105.600
'[12:35:40.417 03/12/3299]',0.026,-0.118,102.400
'[12:35:40.425 03/12/3299]',0.013,-0.118,98.400
'[12:35:40.433 03/12/3299]',0.000,-0.118,94.400
'[12:35:40.441 03/12/3299]',0.000,-0.118,91.200
'[12:35:40.449 03/12/3299]',0.000,-0.118,88.000
'[12:35:40.457 03/12/3299]',0.000,-0.118,84.800
'[12:35:40.465 03/12/3299]',0.000,-0.118,81.600
'[12:35:40.473 03/12/3299]',-0.013,-0.118,80.000
'[12:35:40.481 03/12/3299]',-0.013,-0.118,77.600
'[12:35:40.489 03/12/3299]',-0.013,-0.118,76.000
'[12:35:40.497 03/12/3299]',-0.013,-0.118,75.200
'[12:35:40.505 03/12/3299]',-0.013,-0.053,74.400
'[12:35:40.513 03/12/3299]',-0.013,-0.053,73.600
'[12:35:40.521 03/12/3299]',-0.013,-0.053,72.800
'[12:35:40.529 03/12/3299]',-0.013,-0.053,72.800
'[12:35:40.537 03/12/3299]',0.000,-0.053,72.000
'[12:35:40.545 03/12/3299]',-0.013,-0.053,72.000
'[12:35:40.553 03/12/3299]',-0.013,-0.053,71.200
'[12:35:40.561 03/12/3299]',0.000,-0.053,71.200
'[12:35:40.569 03/12/3299]',0.000,-0.053,70.400
'[12:35:40.577 03/12/3299]',0.000,-0.118,70.400
'[12:35:40.585 03/12/3299]',0.013,-0.118,69.600
'[12:35:40.593 03/12/3299]',0.013,-0.118,69.600
'[12:35:40.601 03/12/3299]',0.013,-0.118,68.800
'[12:35:40.609 03/12/3299]',0.013,-0.118,68.000
'[12:35:40.617 03/12/3299]',0.013,-0.118,68.000
'[12:35:40.625 03/12/3299]',0.013,-0.118,67.200
'[12:35:40.633 03/12/3299]',0.013,-0.118,67.200
'[12:35:40.641 03/12/3299]',0.013,-0.118,66.400
'[12:35:40.649 03/12/3299]',0.013,-0.118,65.600
'[12:35:40.657 03/12/3299]',0.013,-0.118,65.600
'[12:35:40.665 03/12/3299]',0.013,-0.118,64.800
'[12:35:40.673 03/12/3299]',0.013,-0.118,64.000
'[12:35:40.681 03/12/3299]',0.013,-0.118,64.000
'[12:35:40.689 03/12/3299]',0.013,-0.118,63.200
'[12:35:40.697 03/12/3299]',0.013,-0.118,62.400
'[12:35:40.705 03/12/3299]',0.013,-0.118,62.400
'[12:35:40.713 03/12/3299]',0.013,-0.118,61.600
'[12:35:40.721 03/12/3299]',0.013,-0.118,60.800
'[12:35:40.729 03/12/3299]',0.013,-0.118,60.800
'[12:35:40.737 03/12/3299]',0.026,-0.118,60.000
'[12:35:40.745 03/12/3299]',0.039,-0.118,60.000
'[12:35:40.753 03/12/3299]',0.039,-0.053,59.200
'[12:35:40.761 03/12/3299]',0.053,-0.053,58.400
'[12:35:40.769 03/12/3299]',0.053,-0.053,58.400
'[12:35:40.777 03/12/3299]',0.066,-0.053,57.600
'[12:35:40.785 03/12/3299]',0.079,-0.053,57.600
'[12:35:40.793 03/12/3299]',0.092,-0.053,56.800
'[12:35:40.801 03/12/3299]',0.105,-0.053,56.800
'[12:35:40.809 03/12/3299]',0.092,-0.118,56.000
'[12:35:40.817 03/12/3299]',0.079,-0.118,56.000
'[12:35:40.825 03/12/3299]',0.079,-0.118,55.200
'[12:35:40.833 03/12/3299]',0.079,-0.118,55.200
'[12:35:40.841 03/12/3299]',0.079,-0.118,54.400
'[12:35:40.849 03/12/3299]',0.066,-0.118,54.400
'[12:35:40.857 03/12/3299]',0.013,-0.118,53.600
'[12:35:40.865 03/12/3299]',-0.013,-0.118,53.600
'[12:35:40.873 03/12/3299]',-0.013,-0.118,52.800
'[12:35:40.881 03/12/3299]',-0.013,-0.118,52.800
'[12:35:40.889 03/12/3299]',-0.013,-0.118,52.800
'[12:35:40.897 03/12/3299]',0.000,-0.118,52.000
'[12:35:40.905 03/12/3299]',0.000,-0.053,52.000
'[12:35:40.913 03/12/3299]',-0.013,-0.053,51.200
'[12:35:40.921 03/12/3299]',-0.013,-0.053,51.200
'[12:35:40.929 03/12/3299]',-0.013,-0.053,51.200
'[12:35:40.937 03/12/3299]',-0.039,-0.053,51.200
'[12:35:40.945 03/12/3299]',-0.092,0.000,50.400
'[12:35:40.953 03/12/3299]',-0.118,0.118,50.400
'[12:35:40.961 03/12/3299]',0.000,0.184,50.400
'[12:35:40.969 03/12/3299]',0.276,0.434,49.600
'[12:35:40.977 03/12/3299]',0.487,0.553,49.600
'[12:35:40.985 03/12/3299]',0.500,-0.118,49.600
