ITEMID,CODE,TYPE,CATEGORY,LABEL,DESCRIPTION
101581,"8661 ","PROCEDURE",,,"FULL-THICK HAND SKIN GRF "
101582,"8662 ","PROCEDURE",,,"HAND SKIN GRAFT NEC      "
101583,"8663 ","PROCEDURE",,,"FULL-THICK SKIN GRFT NEC "
101584,"8665 ","PROCEDURE",,,"HETEROGRAFT TO SKIN      "
101585,"8667 ","PROCEDURE",,,"DERMAL REGENERATIVE GRFT "
101586,"8669 ","PROCEDURE",,,"FREE SKIN GRAFT NEC      "
80001,,"MICROBIOLOGY","ORGANISM",,
80002,"0001","MICROBIOLOGY","ORGANISM","ESCHERICHIA COLI",
80003,"0003","MICROBIOLOGY","ORGANISM","GRAM NEGATIVE COCCI",
80004,"0004","MICROBIOLOGY","ORGANISM","KLEBSIELLA PNEUMONIAE",
80005,"0007","MICROBIOLOGY","ORGANISM","KLEBSIELLA OXYTOCA",
80006,"0008","MICROBIOLOGY","ORGANISM","KLEBSIELLA OZAENAE",
80007,"0010","MICROBIOLOGY","ORGANISM","ENTEROBACTER AEROGENES",
80008,"0011","MICROBIOLOGY","ORGANISM","ENTEROBACTER CLOACAE",
80009,"0012","MICROBIOLOGY","ORGANISM","HAFNIA ALVEI",
80010,"0013","MICROBIOLOGY","ORGANISM","ENTEROBACTER AGGLOMERANS",
80011,"0014","MICROBIOLOGY","ORGANISM","ENTEROBACTER GERGOVIAE",
80012,"0015","MICROBIOLOGY","ORGANISM","ENTEROBACTER SAKAZAKII",
80013,"0016","MICROBIOLOGY","ORGANISM","SERRATIA LIQUEFACIENS",
80014,"0017","MICROBIOLOGY","ORGANISM","SERRATIA MARCESCENS",
80015,"0018","MICROBIOLOGY","ORGANISM","SERRATIA RUBIDAEA",
80016,"0019","MICROBIOLOGY","ORGANISM","PROTEUS VULGARIS",
80017,"0020","MICROBIOLOGY","ORGANISM","PROTEUS MIRABILIS",
80018,"0021","MICROBIOLOGY","ORGANISM","MORGANELLA MORGANII",
80019,"0023","MICROBIOLOGY","ORGANISM","PROVIDENCIA STUARTII",
80020,"0025","MICROBIOLOGY","ORGANISM","PROVIDENCIA RETTGERI",
80021,"0031","MICROBIOLOGY","ORGANISM","SHIGELLA FLEXNERI",
80022,"0037","MICROBIOLOGY","ORGANISM","SALMONELLA ENTERITIDIS",
80023,"0040","MICROBIOLOGY","ORGANISM","STAPH AUREUS COAG +",
80024,"0041","MICROBIOLOGY","ORGANISM","STAPHYLOCOCCUS EPIDERMIDIS",
80025,"0044","MICROBIOLOGY","ORGANISM","CITROBACTER AMALONATICUS",
80026,"0045","MICROBIOLOGY","ORGANISM","PSEUDOMONAS AERUGINOSA",
80027,"0047","MICROBIOLOGY","ORGANISM","PSEUDOMONAS PUTIDA ",
80028,"0048","MICROBIOLOGY","ORGANISM","BURKHOLDERIA (PSEUDOMONAS) CEPACIA",
80029,"0058","MICROBIOLOGY","ORGANISM","PSEUDOMONAS SPECIES",
80030,"0059","MICROBIOLOGY","ORGANISM","BORDETELLA BRONCHISEPTICA",
80031,"0061","MICROBIOLOGY","ORGANISM","MORAXELLA SPECIES",
80032,"0062","MICROBIOLOGY","ORGANISM","AEROMONAS HYDROPHILA",
80033,"0067","MICROBIOLOGY","ORGANISM","VIBRIO SPECIES",
80034,"0068","MICROBIOLOGY","ORGANISM","PASTEURELLA MULTOCIDA",
80035,"0075","MICROBIOLOGY","ORGANISM","EIKENELLA CORRODENS",
80036,"0084","MICROBIOLOGY","ORGANISM","ANAEROBIC GRAM NEGATIVE ROD(S)",
80037,"0088","MICROBIOLOGY","ORGANISM","GRAM VARIABLE RODS",
80038,"0108","MICROBIOLOGY","ORGANISM","CLOSTRIDIUM PERFRINGENS",
80039,"0109","MICROBIOLOGY","ORGANISM","CLOSTRIDIUM SPECIES",
80040,"0110","MICROBIOLOGY","ORGANISM","NEISSERIA GONORRHOEAE",
80041,"0111","MICROBIOLOGY","ORGANISM","NEISSERIA MENINGITIDIS",
80042,"0112","MICROBIOLOGY","ORGANISM","NEISSERIA SPECIES",
80043,"0115","MICROBIOLOGY","ORGANISM","HAEMOPHILUS PARAINFLUENZAE",
80044,"0116","MICROBIOLOGY","ORGANISM","HAEMOPHILUS SP",
80045,"0119","MICROBIOLOGY","ORGANISM","BETA STREPTOCOCCUS GROUP B",
80046,"0120","MICROBIOLOGY","ORGANISM","BETA STREPTOCOCCUS GROUP C",
80047,"0122","MICROBIOLOGY","ORGANISM","BETA STREPTOCOCCUS GROUP G",
80048,"0123","MICROBIOLOGY","ORGANISM","BETA STREPTOCOCCUS",
80049,"0125","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS MITIS",
80050,"0126","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS BOVIS ",
80051,"0127","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS SANGUIS",
80052,"0128","MICROBIOLOGY","ORGANISM","ALPHA STREPTOCOCCI",
80053,"0129","MICROBIOLOGY","ORGANISM","ENTEROCOCCUS SP.",
80054,"0130","MICROBIOLOGY","ORGANISM","BETA STREPTOCOCCUS GROUP A",
80055,"0132","MICROBIOLOGY","ORGANISM","GRAM POSITIVE COCCUS(COCCI)",
80056,"0133","MICROBIOLOGY","ORGANISM","GRAM POSITIVE RODS",
80057,"0135","MICROBIOLOGY","ORGANISM","GRAM NEGATIVE DIPLOCOCCI",
80058,"0139","MICROBIOLOGY","ORGANISM","GRAM NEGATIVE ROD(S)",
80059,"0140","MICROBIOLOGY","ORGANISM","CANDIDA SPECIES",
80060,"0141","MICROBIOLOGY","ORGANISM","CANDIDA ALBICANS",
80061,"0144","MICROBIOLOGY","ORGANISM","RHODOTORULA SPECIES",
80062,"0145","MICROBIOLOGY","ORGANISM","ASPERGILLUS NIGER",
80063,"0146","MICROBIOLOGY","ORGANISM","ASPERGILLUS SPECIES",
80064,"0147","MICROBIOLOGY","ORGANISM","PENICILLIUM SPECIES",
80065,"0148","MICROBIOLOGY","ORGANISM","CRYPTOCOCCUS NEOFORMANS",
80066,"0150","MICROBIOLOGY","ORGANISM","ASPERGILLUS FUMIGATUS",
80067,"0151","MICROBIOLOGY","ORGANISM","NOCARDIA ASTEROIDES",
80068,"0152","MICROBIOLOGY","ORGANISM","NOCARDIA SPECIES",
80069,"0153","MICROBIOLOGY","ORGANISM","MYCOBACTERIUM TUBERCULOSIS",
80070,"0154","MICROBIOLOGY","ORGANISM","GRAM NEGATIVE ROD #1",
80071,"0155","MICROBIOLOGY","ORGANISM","GRAM NEGATIVE ROD #2",
80072,"0156","MICROBIOLOGY","ORGANISM","GRAM NEGATIVE ROD #3",
80073,"0157","MICROBIOLOGY","ORGANISM","GRAM NEGATIVE ROD #4",
80074,"0163","MICROBIOLOGY","ORGANISM","ANAEROBIC GRAM NEGATIVE ROD #2",
80075,"0173","MICROBIOLOGY","ORGANISM","YEAST",
80076,"0174","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS PNEUMONIAE",
80077,"0176","MICROBIOLOGY","ORGANISM","CRYPTOCOCCUS SPECIES",
80078,"0177","MICROBIOLOGY","ORGANISM","ANAEROBIC GRAM POSITIVE COCCUS(I)",
80079,"0179","MICROBIOLOGY","ORGANISM","ANAEROBIC GRAM POSITIVE ROD(S)",
80080,"0184","MICROBIOLOGY","ORGANISM","BACTERIA",
80081,"0186","MICROBIOLOGY","ORGANISM","GRAM POSITIVE BACTERIA",
80082,"0192","MICROBIOLOGY","ORGANISM","BACILLUS SPECIES",
80083,"0194","MICROBIOLOGY","ORGANISM","COCCIDIOIDES IMMITIS",
80084,"0199","MICROBIOLOGY","ORGANISM","PROTEUS SPECIES",
80085,"0200","MICROBIOLOGY","ORGANISM","CORYNEBACTERIUM SPECIES (DIPHTHEROIDS)",
80086,"0202","MICROBIOLOGY","ORGANISM","ACIDFAST BACILLI",
80087,"0204","MICROBIOLOGY","ORGANISM","STENOTROPHOMONAS (XANTHOMONAS) MALTOPHILIA",
80088,"0207","MICROBIOLOGY","ORGANISM","LACTOBACILLUS SPECIES",
80089,"0208","MICROBIOLOGY","ORGANISM","GAMMA(I.E. NON-HEMOLYTIC) STREPTOCOCCUS",
80090,"0214","MICROBIOLOGY","ORGANISM","SERRATIA SPECIES",
80091,"0215","MICROBIOLOGY","ORGANISM","LISTERIA MONOCYTOGENES",
80092,"0218","MICROBIOLOGY","ORGANISM","AEROCOCCUS VIRIDANS",
80093,"0222","MICROBIOLOGY","ORGANISM","MYCOBACTERIUM GORDONAE",
80094,"0224","MICROBIOLOGY","ORGANISM","KLEBSIELLA SPECIES",
80095,"0226","MICROBIOLOGY","ORGANISM","MYCOBACTERIUM FORTUITUM",
80096,"0228","MICROBIOLOGY","ORGANISM","STREPTOMYCES SPECIES",
80097,"0229","MICROBIOLOGY","ORGANISM","PROVIDENCIA SPECIES",
80098,"0239","MICROBIOLOGY","ORGANISM","CITROBACTER SPECIES",
80099,"0241","MICROBIOLOGY","ORGANISM","CANDIDA PARAPSILOSIS",
80100,"0242","MICROBIOLOGY","ORGANISM","CANDIDA GUILLIERMONDII",
80101,"0244","MICROBIOLOGY","ORGANISM","CANDIDA KRUSEI",
80102,"0264","MICROBIOLOGY","ORGANISM","SACCHAROMYCES CEREVISIAE",
80103,"0265","MICROBIOLOGY","ORGANISM","SPOROBOLOMYCES SALMONICOLOR",
80104,"0271","MICROBIOLOGY","ORGANISM","MORAXELLA (BRANHAMELLA) CATARRHALIS",
80105,"0275","MICROBIOLOGY","ORGANISM","RHIZOPUS SPECIES",
80106,"0278","MICROBIOLOGY","ORGANISM","CANDIDA TROPICALIS",
80107,"0279","MICROBIOLOGY","ORGANISM","CAMPYLOBACTER SPECIES",
80108,"0283","MICROBIOLOGY","ORGANISM","PROPIONIBACTERIUM ACNES",
80109,"0294","MICROBIOLOGY","ORGANISM","ACTINOMYCES MEYERII",
80110,"0297","MICROBIOLOGY","ORGANISM","MUCOR SP.",
80111,"0308","MICROBIOLOGY","ORGANISM","ENTEROCOCCUS AVIUM",
80112,"0313","MICROBIOLOGY","ORGANISM","BACTEROIDES FRAGILIS GROUP",
80113,"0316","MICROBIOLOGY","ORGANISM","ENTEROBACTER SPECIES",
101587,"8670 ","PROCEDURE",,,"PEDICLE GRAFT/FLAP NOS   "
101588,"8671 ","PROCEDURE",,,"CUT & PREP PEDICLE GRAFT "
101589,"8672 ","PROCEDURE",,,"ADVANCEMENT PEDICL GRAFT "
101590,"8673 ","PROCEDURE",,,"ATTACH PEDICLE TO HAND   "
101591,"8674 ","PROCEDURE",,,"ATTACH PEDICLE GRAFT NEC "
101592,"8675 ","PROCEDURE",,,"REVISION OF PEDICLE GRFT "
101593,"8682 ","PROCEDURE",,,"FACIAL RHYTIDECTOMY      "
101594,"8683 ","PROCEDURE",,,"SIZE REDUCT PLASTIC OP   "
101595,"8684 ","PROCEDURE",,,"RELAXATION OF SCAR       "
101596,"8686 ","PROCEDURE",,,"ONYCHOPLASTY             "
101597,"8689 ","PROCEDURE",,,"SKIN REPAIR & PLASTY NEC "
101598,"8694 ","PROCEDURE",,,"INSERT OR REPLACE SINGLE "
101599,"8695 ","PROCEDURE",,,"INSERT OR REPLACE DUAL A "
101600,"8703 ","PROCEDURE",,,"C.A.T. SCAN OF HEAD      "
101601,"8721 ","PROCEDURE",,,"CONTRAST MYELOGRAM       "
101602,"8723 ","PROCEDURE",,,"THORACIC SPINE X-RAY NEC "
101603,"8741 ","PROCEDURE",,,"C.A.T. SCAN OF THORAX    "
101604,"8744 ","PROCEDURE",,,"ROUTINE CHEST X-RAY      "
101605,"8751 ","PROCEDURE",,,"PERC HEPAT CHOLANGIOGRAM "
101606,"8753 ","PROCEDURE",,,"INTRAOPER CHOLANGIOGRAM  "
101607,"8754 ","PROCEDURE",,,"CHOLANGIOGRAM NEC        "
101608,"8759 ","PROCEDURE",,,"BILIARY TRACT X-RAY NEC  "
101609,"8761 ","PROCEDURE",,,"BARIUM SWALLOW           "
101610,"8762 ","PROCEDURE",,,"UPPER GI SERIES          "
101611,"8763 ","PROCEDURE",,,"SMALL BOWEL SERIES       "
101612,"8764 ","PROCEDURE",,,"LOWER GI SERIES          "
101613,"8765 ","PROCEDURE",,,"INTESTINAL X-RAY NEC     "
101614,"8766 ","PROCEDURE",,,"CONTRAST PANCREATOGRAM   "
101615,"8769 ","PROCEDURE",,,"DIGESTIVE TRACT XRAY NEC "
101616,"8772 ","PROCEDURE",,,"NEPHROTOMOGRAM NEC       "
101617,"8773 ","PROCEDURE",,,"INTRAVENOUS PYELOGRAM    "
101618,"8774 ","PROCEDURE",,,"RETROGRADE PYELOGRAM     "
101619,"8775 ","PROCEDURE",,,"PERCUTANEOUS PYELOGRAM   "
101620,"8776 ","PROCEDURE",,,"RETROGR CYSTOURETHROGRAM "
101621,"8777 ","PROCEDURE",,,"CYSTOGRAM NEC            "
101622,"8778 ","PROCEDURE",,,"ILEAL CONDUITOGRAM       "
101623,"8779 ","PROCEDURE",,,"URINARY SYSTEM X-RAY NEC "
101624,"8801 ","PROCEDURE",,,"C.A.T. SCAN OF ABDOMEN   "
101625,"8803 ","PROCEDURE",,,"ABDOMINAL WALL SINOGRAM  "
101626,"8814 ","PROCEDURE",,,"RETROPERITON FISTULOGRAM "
101627,"8819 ","PROCEDURE",,,"ABDOMINAL X-RAY NEC      "
101628,"8826 ","PROCEDURE",,,"SKEL XRAY-PELVIS/HIP NEC "
101629,"8827 ","PROCEDURE",,,"SKEL XRAY-THIGH/KNEE/LEG "
101630,"8828 ","PROCEDURE",,,"SKEL XRAY-ANKLE & FOOT   "
101631,"8835 ","PROCEDURE",,,"UP LIMB SFT TIS XRAY NEC "
101632,"8838 ","PROCEDURE",,,"OTHER C.A.T. SCAN        "
101633,"8840 ","PROCEDURE",,,"CONTRAST ARTERIOGRAM NOS "
101634,"8841 ","PROCEDURE",,,"CONTR CEREBR ARTERIOGRAM "
101635,"8842 ","PROCEDURE",,,"CONTRAST AORTOGRAM       "
101636,"8843 ","PROCEDURE",,,"CONTR PULMON ARTERIOGRAM "
101637,"8844 ","PROCEDURE",,,"CONTR THOR ARTERIOGR NEC "
101638,"8845 ","PROCEDURE",,,"CONTRAST RENAL ARTERIOGR "
101639,"8847 ","PROCEDURE",,,"CONTR ABD ARTERIOGRM NEC "
101640,"8848 ","PROCEDURE",,,"CONTRAST ARTERIOGRAM-LEG "
60894,"700 ","HFCA_DRG",,,"OTHER KIDNEY & URINARY TRACT DIAGNOSES W"
60895,"707 ","HFCA_DRG",,,"MAJOR MALE PELVIC PROCEDURES W CC/MCC   "
60896,"708 ","HFCA_DRG",,,"MAJOR MALE PELVIC PROCEDURES W/O CC/MCC "
60897,"712 ","HFCA_DRG",,,"TESTES PROCEDURES W/O CC/MCC            "
60898,"713 ","HFCA_DRG",,,"TRANSURETHRAL PROSTATECTOMY W CC/MCC    "
60899,"714 ","HFCA_DRG",,,"TRANSURETHRAL PROSTATECTOMY W/O CC/MCC  "
60900,"717 ","HFCA_DRG",,,"OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC"
60901,"718 ","HFCA_DRG",,,"OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC"
60902,"727 ","HFCA_DRG",,,"INFLAMMATION OF THE MALE REPRODUCTIVE SY"
60903,"728 ","HFCA_DRG",,,"INFLAMMATION OF THE MALE REPRODUCTIVE SY"
60904,"729 ","HFCA_DRG",,,"OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES"
60905,"736 ","HFCA_DRG",,,"UTERINE & ADNEXA PROC FOR OVARIAN OR ADN"
60906,"737 ","HFCA_DRG",,,"UTERINE & ADNEXA PROC FOR OVARIAN OR ADN"
60907,"740 ","HFCA_DRG",,,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNE"
60908,"742 ","HFCA_DRG",,,"UTERINE & ADNEXA PROC FOR NON-MALIGNANCY"
60909,"746 ","HFCA_DRG",,,"VAGINA, CERVIX & VULVA PROCEDURES W CC/M"
60910,"754 ","HFCA_DRG",,,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W"
60911,"759 ","HFCA_DRG",,,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W"
60912,"761 ","HFCA_DRG",,,"MENSTRUAL & OTHER FEMALE REPRODUCTIVE SY"
60913,"765 ","HFCA_DRG",,,"CESAREAN SECTION W CC/MCC               "
60914,"767 ","HFCA_DRG",,,"VAGINAL DELIVERY W STERILIZATION &/OR D&"
60915,"769 ","HFCA_DRG",,,"POSTPARTUM & POST ABORTION DIAGNOSES W O"
60916,"770 ","HFCA_DRG",,,"ABORTION W D&C, ASPIRATION CURETTAGE OR "
60917,"774 ","HFCA_DRG",,,"VAGINAL DELIVERY W COMPLICATING DIAGNOSE"
60918,"776 ","HFCA_DRG",,,"POSTPARTUM & POST ABORTION DIAGNOSES W/O"
60919,"781 ","HFCA_DRG",,,"OTHER ANTEPARTUM DIAGNOSES W MEDICAL COM"
60920,"789 ","HFCA_DRG",,,"NEONATES, DIED OR TRANSFERRED TO ANOTHER"
60921,"790 ","HFCA_DRG",,,"EXTREME IMMATURITY OR RESPIRATORY DISTRE"
60922,"791 ","HFCA_DRG",,,"PREMATURITY W MAJOR PROBLEMS            "
60923,"792 ","HFCA_DRG",,,"PREMATURITY W/O MAJOR PROBLEMS          "
60924,"793 ","HFCA_DRG",,,"FULL TERM NEONATE W MAJOR PROBLEMS      "
60925,"794 ","HFCA_DRG",,,"NEONATE W OTHER SIGNIFICANT PROBLEMS    "
60926,"795 ","HFCA_DRG",,,"NORMAL NEWBORN                          "
60927,"799 ","HFCA_DRG",,,"SPLENECTOMY W MCC                       "
60928,"800 ","HFCA_DRG",,,"SPLENECTOMY W CC                        "
60929,"801 ","HFCA_DRG",,,"SPLENECTOMY W/O CC/MCC                  "
60930,"802 ","HFCA_DRG",,,"OTHER O.R. PROC OF THE BLOOD & BLOOD FOR"
60931,"808 ","HFCA_DRG",,,"MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL"
60932,"809 ","HFCA_DRG",,,"MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL"
60933,"810 ","HFCA_DRG",,,"MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL"
60934,"811 ","HFCA_DRG",,,"RED BLOOD CELL DISORDERS W MCC          "
60935,"812 ","HFCA_DRG",,,"RED BLOOD CELL DISORDERS W/O MCC        "
60936,"813 ","HFCA_DRG",,,"COAGULATION DISORDERS                   "
60937,"814 ","HFCA_DRG",,,"RETICULOENDOTHELIAL & IMMUNITY DISORDERS"
60938,"815 ","HFCA_DRG",,,"RETICULOENDOTHELIAL & IMMUNITY DISORDERS"
60939,"816 ","HFCA_DRG",,,"RETICULOENDOTHELIAL & IMMUNITY DISORDERS"
60940,"820 ","HFCA_DRG",,,"LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDU"
60941,"821 ","HFCA_DRG",,,"LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDU"
60942,"823 ","HFCA_DRG",,,"LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O."
60943,"824 ","HFCA_DRG",,,"LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O."
60944,"826 ","HFCA_DRG",,,"MYELOPROLIF DISORD OR POORLY DIFF NEOPL "
60945,"827 ","HFCA_DRG",,,"MYELOPROLIF DISORD OR POORLY DIFF NEOPL "
60946,"829 ","HFCA_DRG",,,"MYELOPROLIF DISORD OR POORLY DIFF NEOPL "
60947,"834 ","HFCA_DRG",,,"ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE "
60948,"837 ","HFCA_DRG",,,"CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH "
60949,"840 ","HFCA_DRG",,,"LYMPHOMA & NON-ACUTE LEUKEMIA W MCC     "
60950,"841 ","HFCA_DRG",,,"LYMPHOMA & NON-ACUTE LEUKEMIA W CC      "
60951,"843 ","HFCA_DRG",,,"OTHER MYELOPROLIF DIS OR POORLY DIFF NEO"
60952,"844 ","HFCA_DRG",,,"OTHER MYELOPROLIF DIS OR POORLY DIFF NEO"
60953,"846 ","HFCA_DRG",,,"CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECON"
60954,"853 ","HFCA_DRG",,,"INFECTIOUS & PARASITIC DISEASES W O.R. P"
60955,"854 ","HFCA_DRG",,,"INFECTIOUS & PARASITIC DISEASES W O.R. P"
60956,"855 ","HFCA_DRG",,,"INFECTIOUS & PARASITIC DISEASES W O.R. P"
60957,"856 ","HFCA_DRG",,,"POSTOPERATIVE OR POST-TRAUMATIC INFECTIO"
60958,"857 ","HFCA_DRG",,,"POSTOPERATIVE OR POST-TRAUMATIC INFECTIO"
60959,"862 ","HFCA_DRG",,,"POSTOPERATIVE & POST-TRAUMATIC INFECTION"
60960,"863 ","HFCA_DRG",,,"POSTOPERATIVE & POST-TRAUMATIC INFECTION"
60961,"864 ","HFCA_DRG",,,"FEVER                                   "
60962,"864 ","HFCA_DRG",,,"FEVER OF UNKNOWN ORIGIN                 "
60963,"865 ","HFCA_DRG",,,"VIRAL ILLNESS W MCC                     "
60964,"867 ","HFCA_DRG",,,"OTHER INFECTIOUS & PARASITIC DISEASES DI"
60965,"868 ","HFCA_DRG",,,"OTHER INFECTIOUS & PARASITIC DISEASES DI"
60966,"869 ","HFCA_DRG",,,"OTHER INFECTIOUS & PARASITIC DISEASES DI"
60967,"870 ","HFCA_DRG",,,"SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOU"
60968,"870 ","HFCA_DRG",,,"SEPTICEMIA W MV 96+ HOURS               "
60969,"871 ","HFCA_DRG",,,"SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ H"
60970,"871 ","HFCA_DRG",,,"SEPTICEMIA W/O MV 96+ HOURS W MCC       "
60971,"872 ","HFCA_DRG",,,"SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ H"
60972,"872 ","HFCA_DRG",,,"SEPTICEMIA W/O MV 96+ HOURS W/O MCC     "
60973,"880 ","HFCA_DRG",,,"ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL"
60974,"883 ","HFCA_DRG",,,"DISORDERS OF PERSONALITY & IMPULSE CONTR"
60975,"885 ","HFCA_DRG",,,"PSYCHOSES                               "
60976,"894 ","HFCA_DRG",,,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT A"
60977,"896 ","HFCA_DRG",,,"ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REH"
60978,"897 ","HFCA_DRG",,,"ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REH"
60979,"901 ","HFCA_DRG",,,"WOUND DEBRIDEMENTS FOR INJURIES W MCC   "
60980,"902 ","HFCA_DRG",,,"WOUND DEBRIDEMENTS FOR INJURIES W CC    "
60981,"904 ","HFCA_DRG",,,"SKIN GRAFTS FOR INJURIES W CC/MCC       "
60982,"905 ","HFCA_DRG",,,"SKIN GRAFTS FOR INJURIES W/O CC/MCC     "
60983,"906 ","HFCA_DRG",,,"HAND PROCEDURES FOR INJURIES            "
60984,"907 ","HFCA_DRG",,,"OTHER O.R. PROCEDURES FOR INJURIES W MCC"
60985,"908 ","HFCA_DRG",,,"OTHER O.R. PROCEDURES FOR INJURIES W CC "
60986,"913 ","HFCA_DRG",,,"TRAUMATIC INJURY W MCC                  "
60987,"914 ","HFCA_DRG",,,"TRAUMATIC INJURY W/O MCC                "
60988,"915 ","HFCA_DRG",,,"ALLERGIC REACTIONS W MCC                "
60989,"916 ","HFCA_DRG",,,"ALLERGIC REACTIONS W/O MCC              "
60990,"917 ","HFCA_DRG",,,"POISONING & TOXIC EFFECTS OF DRUGS W MCC"
60991,"918 ","HFCA_DRG",,,"POISONING & TOXIC EFFECTS OF DRUGS W/O M"
60992,"919 ","HFCA_DRG",,,"COMPLICATIONS OF TREATMENT W MCC        "
101340,"7963 ","PROCEDURE",,,"DEBRID OPN FX-METAC/CAR  "
101341,"7964 ","PROCEDURE",,,"DEBRID OPN FX-FINGER     "
101342,"7965 ","PROCEDURE",,,"DEBRID OPN FX-FEMUR      "
101343,"7966 ","PROCEDURE",,,"DEBRID OPN FX-TIBIA/FIB  "
101344,"7967 ","PROCEDURE",,,"DEBRID OPN FX-METAT/TAR  "
101345,"7968 ","PROCEDURE",,,"DEBRID OPN FX-TOE        "
101346,"7969 ","PROCEDURE",,,"OPEN FX SITE DEBRIDE NEC "
101347,"7971 ","PROCEDURE",,,"CL REDUC DISLOC-SHOULDER "
101348,"7972 ","PROCEDURE",,,"CL REDUC DISLOC-ELBOW    "
101349,"7973 ","PROCEDURE",,,"CL REDUC DISLOC-WRIST    "
101350,"7974 ","PROCEDURE",,,"CL REDUC DISLOC-HAND/FNG "
100029,"0050 ","PROCEDURE",,,"IMPLNT CARD RESYNC PCEMA "
100030,"0051 ","PROCEDURE",,,"IMPLNT CARD RESYNC DEFIB "
100031,"0052 ","PROCEDURE",,,"IMPLNT OR REPLACE TRANSV "
100032,"0053 ","PROCEDURE",,,"IMPLNT OR REPL CARD RESY "
100033,"0054 ","PROCEDURE",,,"IMPLNT OR REPL CARD RESY "
100034,"0055 ","PROCEDURE",,,"INSERT DRUG-ELUTING PERI "
100035,"0059 ","PROCEDURE",,,"INTRAVASCULAR PRESSURE M "
100036,"0061 ","PROCEDURE",,,"PERCUTANEOUS ANGIOPLASTY "
100037,"0062 ","PROCEDURE",,,"PERCUTANEOUS ANGIOPLASTY "
100038,"0063 ","PROCEDURE",,,"PERCUTANEOUS INSERTION C "
100039,"0064 ","PROCEDURE",,,"PERCUTANEOUS INSERTION O "
100040,"0065 ","PROCEDURE",,,"PERCUTANEOUS INSERTION I "
100041,"0066 ","PROCEDURE",,,"PERCUTANEOUS TRANSLUMINA "
100042,"0069 ","PROCEDURE",,,"INTRAVASCULAR PRESSURE M "
100043,"0070 ","PROCEDURE",,,"REVISION OF HIP REPLACEM "
100044,"0071 ","PROCEDURE",,,"REVISION OF HIP REPLACEM "
100045,"0072 ","PROCEDURE",,,"REVISION OF HIP REPLACEM "
100046,"0073 ","PROCEDURE",,,"REVISION OF HIP REPLACEM "
100047,"0074 ","PROCEDURE",,,"HIP BEARING SURFACE, MET "
100048,"0075 ","PROCEDURE",,,"HIP BEARING SURFACE, MET "
100049,"0076 ","PROCEDURE",,,"HIP BEARING SURFACE, CER "
100050,"0077 ","PROCEDURE",,,"HIP BEARING SURFACE, CER "
100051,"0080 ","PROCEDURE",,,"REVISION OF KNEE REPLACE "
100052,"0081 ","PROCEDURE",,,"REVISION OF KNEE REPLACE "
100053,"0082 ","PROCEDURE",,,"REVISION OF KNEE REPLACE "
100054,"0083 ","PROCEDURE",,,"REVISION OF KNEE REPLACE "
100055,"0084 ","PROCEDURE",,,"REVISION OF TOTAL KNEE R "
100056,"0091 ","PROCEDURE",,,"TRANSPLANT FROM LIVE REL "
100057,"0092 ","PROCEDURE",,,"TRANSPLANT FROM LIVE NON "
100058,"0093 ","PROCEDURE",,,"TRANSPLANT FROM CADAVER  "
100059,"0094 ","PROCEDURE",,,"INTRA-OPERATIVE NEUROPHY "
100060,"0101 ","PROCEDURE",,,"CISTERNAL PUNCTURE       "
100061,"0102 ","PROCEDURE",,,"VENTRICL SHUNT TUBE PUNC "
100062,"0109 ","PROCEDURE",,,"CRANIAL PUNCTURE NEC     "
100063,"0110 ","PROCEDURE",,,"INTRACRANIAL PRESSURE MO "
100064,"0112 ","PROCEDURE",,,"CEREBRAL MENINGES BX - O "
100065,"0113 ","PROCEDURE",,,"BRAIN BIOPSY - CLOSED    "
100066,"0114 ","PROCEDURE",,,"BRAIN BIOPSY - OPEN      "
100067,"0118 ","PROCEDURE",,,"OTHER BRAIN DX PROCEDURE "
