ITEMID,LABEL,CATEGORY
641,"Criticare HN 500.0str","IV Drips"
642,".9% Normal Saline 400.0ml + 800mgmin Labetolol","IV Infusions"
644,"TPN 1550.0ml","IV Nutrition"
645,"magnesium","Free Form Intake"
646,"JT bile","Free Form Intake"
648,"Drain Out #3 Other",
650,"Drain Out #8 Pigtail",
652,"Gastric Blakemore",
653,"Drain Out #2 Jejunostomy Tube",
655,"Fentanyl Base 250.0ml + 2500mcghr Fentanyl","IV Infusions"
656,"Isuprel     mcg/min","IV Drips"
658,"D5W 20.0ml + 10000Uhr Heparin","IV Drips"
659,"Other Blood Products","Blood Products"
660,"D5/.45NS 500.0ml","Cath Lab Intake"
662,"Hespan 500.0ml","IV Infusions"
663,"TPN 1250.0ml","IV Nutrition"
665,"PPN 1500.0ml","IV Drips"
667,"demerol","Free Form Intake"
668,"PEG TUBE",
670,".9% Normal Saline 200.0ml + 10000mcghr Fentanyl","IV Infusions"
671,"D5W 250.0ml + 200mcgkgmin Nitroprusside","IV Infusions"
672,"Promote w/fiber 1000.0str","IV Drips"
673,"Precedex  mcg/kg/hr","IV Drips"
674,".9% Normal Saline 50.0ml + 200mcgkghr Precedex","IV Infusions"
675,"Ultracal 1000.0str","IV Infusions"
676,"natracor","Free Form Intake"
677,"D5W 250.0ml + 250mghr Diltiazem","IV Infusions"
678,"Nepro 10.0str","IV Infusions"
679,"Nepro 117.0str","IV Infusions"
680,"Pentobarb   mg/kg/hr","IV Drips"
681,".9% Normal Saline 1000.0ml + 1000mgkghr Pentobarbitol","IV Infusions"
682,".9% Normal Saline 250.0ml + 1000mgkghr Pentobarbitol","IV Infusions"
683,".9% Normal Saline 100.0ml + 500mcghr Fentanyl","IV Infusions"
684,"D5W 500.0ml + 8mcgkgmin Levophed-k","IV Infusions"
685,"TPN w/Lipids 1200.0ml","IV Infusions"
686,"TPN 1026.0ml","IV Infusions"
687,"Ultracal 30.0str","Tube Feeding"
688,"natrecor","Free Form Intake"
689,"DRAIN FLUSH","Free Form Intake"
690,"DIALYSIS",
691,"paracentisis",
692,"ebl cath lab",
693,"D5W 200.0ml + 100mghr Morphine Sulfate","IV Drips"
694,".9% Normal Saline 400.0ml + 400mgkghr Atracurium","IV Infusions"
695,".45% Normal Saline 1500.0ml","IV Infusions"
696,".9% Normal Saline 100.0ml + 10mgkghr Vecuronium","IV Infusions"
697,".9% Normal Saline 250.0ml + 4mcgkgmin Levophed-k","IV Infusions"
698,"D5W 50.0ml + 20Umin Vasopressin","IV Infusions"
699,"K+ PHOS","Free Form Intake"
700,"Pantoprazole","Free Form Intake"
701,"VASOPRESSIN","Free Form Intake"
702,"free water infusion","Free Form Intake"
703,"Drain Out #1 JP Lateral",
704,"D5W 1000.0ml + 4mcgmin Levophed","IV Infusions"
705,"D5W 500.0ml + 600mgmin Amiodarone","IV Infusions"
706,"D5 Normal Saline 100.0ml","IV Infusions"
707,"D5W 150.0ml","IV Infusions"
708,".9% Normal Saline 500.0ml + 2500mcghr Fentanyl","IV Drips"
709,"D5W 100.0ml + 50Uhr Insulin","IV Drips"
710,"D5W 500.0ml + 240mcgkgmin Neosynephrine-k","IV Drips"
711,"D5W 500.0ml + 240mcgmin Neosynephrine","PO/Gastric"
712,"free H20","Free Form Intake"
713,"po contrast","Free Form Intake"
714,"Natrecor","Free Form Intake"
715,"Urine Out Suprapubic",
716,"Lactated Ringers 200.0ml","IV Infusions"
717,"Lipids 150.0ml","IV Infusions"
718,".9% Normal Saline 80.0ml","IV Infusions"
719,"D5W 100.0ml + 100mgmin Labetolol","IV Infusions"
720,"D5W 250.0ml + 250mgmin Labetolol","IV Infusions"
721,"PACU PO Intake","PACU Intake"
722,"Sterile H20_GU","GU Irrigant"
723,"D5W 41.0ml","IV Infusions"
724,"D5W 20.0ml","IV Infusions"
725,"supra pubic flush","Free Form Intake"
726,"epidural","Free Form Intake"
727,"gastric",
728,"jp drain",
730,"D5W 500.0ml + 2mcgmin Levophed","IV Infusions"
732,".9% Normal Saline 500.0ml + 5000mcghr Fentanyl","IV Infusions"
733,"D5W 250.0ml + 300mgmin Amiodarone","IV Infusions"
735,"D5/.45NS 1500.0ml","IV Infusions"
736,"D5/.2NS","IV Infusions"
738,".9% Normal Saline 42.0ml","IV Infusions"
739,"D5W 20.0ml + 20000Uhr Heparin","IV Infusions"
740,"Tube Feeding 200.0ml","IV Infusions"
742,"Deliver 2.0 400.0str","IV Infusions"
744,"pad change",
746,"D5W 500.0ml + 25000Uhr Heparin","IV Infusions"
748,".9% Normal Saline 50.0ml + 500mcghr Fentanyl","IV Infusions"
749,"protonix infusion","Free Form Intake"
750,"foley irrigation","Free Form Intake"
751,"ileostomy",
754,"TPN 1546.0ml","IV Infusions"
755,"TF Residual 380.0ml","IV Drips"
756,"D5W 80.0ml + 40mghr Ativan","IV Infusions"
758,"D5W 250.0ml + 200mcgkgmin Cisatracurium + 200mgkghr Cisatracurium","IV Infusions"
759,"Promote w/fiber 240.0str","IV Infusions"
761,"D5W 250.0ml + 1.5mcgkgmin Natrecor","IV Infusions"
763,"Respalor 380.0str","IV Infusions"
764,"PARACENTESIS",
765,"Drain Out #3 Tap",
766,"D5W 250.0ml + 1mcgkgmin Narcan","IV Infusions"
768,"D5W 150.0ml + 1000mcgkgmin Dobutamine","IV Infusions"
769,"D5W 100.0ml + 100Umin Vasopressin","IV Infusions"
770,".9% Normal Saline 250.0ml + 8mcgkgmin Levophed-k","IV Infusions"
772,".9% Normal Saline 250.0ml + 16mcgkgmin Levophed-k","IV Infusions"
773,"Promote w/fiber 20.0str","IV Infusions"
774,"Respalor 460.0str","Tube Feeding"
776,"Normal Saline_GU 1000.0cc","IV Infusions"
777,"PROTONIX GTT","Free Form Intake"
779,"JP drain",
781,".45% Normal Saline 2000.0ml","IV Infusions"
783,"Other Blood Products 1000.0ml","IV Infusions"
784,"TPN 1170.0ml","IV Infusions"
785,"D5W 50.0ml + 200mghr Lasix","IV Infusions"
787,"D5W 150.0ml + 300mghr Lasix","IV Drips"
788,"PD dialysate in","Free Form Intake"
790,"Peptamen 1000.0str","IV Infusions"
792,"TPN 1200.0ml","IV Infusions"
794,"Na Phosphate","Free Form Intake"
795,"ns bladder","Free Form Intake"
796,"Protonix mg/hr",
798,"D5W 250.0ml + 650mgmin Amiodarone","IV Infusions"
799,"Criticare HN 1000.0str","Tube Feeding"
800,".9% Normal Saline 100.0ml + 100mghr Midazolam","IV Infusions"
802,"IGG","Free Form Intake"
803,"paracenthesis",
805,"D5W 600.0ml + 600mgmin Labetolol","IV Infusions"
807,"Fresh Frozen Plasma 100.0ml","IV Infusions"
808,".9% Normal Saline 50.0ml + 10mghr Midazolam","IV Drips"
809,"TPN 831.0ml","IV Infusions"
811,".9% Normal Saline 1001.0ml","PO/Gastric"
812,"Kphos 30mmol","Free Form Intake"
814,"Amrinone mcg/kg/min","IV Drips"
815,".9% Normal Saline 200.0ml + 600mcgkgmin Amrinone","IV Infusions"
817,".9% Normal Saline 250.0ml + 5000mcghr Fentanyl","IV Infusions"
818,".9% Normal Saline 5000.0ml","IV Infusions"
819,"D5W 250.0ml + 200mcgkgmin Nitroglycerine-k","IV Drips"
820,"D5W 100.0ml + 500mcghr Fentanyl","IV Drips"
822,".9% Normal Saline 500.0ml + 240mcgkgmin Neosynephrine-k","IV Drips"
823,"Cisatracuriummg/kg/h","IV Drips"
824,".9% Normal Saline 250.0ml + 200mcgkgmin Cisatracurium + 200mgkghr Cisatracurium","IV Infusions"
825,"D5NS 120.0ml","IV Infusions"
827,"D5W 500.0ml + 64mcgkgmin Levophed-k","IV Infusions"
828,".9% Normal Saline 500.0ml + 64mcgkgmin Levophed-k","IV Infusions"
829,".9% Normal Saline 500.0ml + 500Uhr Insulin","IV Infusions"
830,"D5W 50.0ml + 10mghr Midazolam","IV Drips"
831,"TPN 808.0ml","IV Infusions"
-1,,
1,"24h Total In",
2,"24h Total Out",
3,"Blood Products Total",
4,"Cerebral Drain Total",
5,"Chest Tube Out Total",
6,"Colloids Total",
7,"Drain #1 Total Out",
8,"Drain #2 Total Out",
9,"Drain #3 Total Out",
10,"Drain #4 Total Out",
11,"Drain #5 Total Out",
12,"Drain #6 Total Out",
13,"Drain #7 Total Out",
14,"Drain #8 Total Out",
15,"Drains Out Total",
16,"Gastric Out Total",
17,"IV Drip Total",
18,"IV Infusion In Total",
19,"IV Nutrition Total",
20,"PO/Gastric In Total",
21,"PO/NG Total",
22,"Stool Out Total",
23,"Total Hourly Output",
24,"Tube Feeds In Total",
25,"UltrafiltrateTotal",
26,"Urine Out Total",
27,"24h Net Body Balance",
28,"LOS Net Body Balance",
29,"Net Hourly Balance",
30,"MANNITOL","Free Form Intake"
31,"RBC'S","Free Form Intake"
32,"RECTAL IN","Free Form Intake"
33,"DEXTRAN","Free Form Intake"
34,"dilaudid","Free Form Intake"
35,"THAM CC/HR","Free Form Intake"
36,"DILAUDID","Free Form Intake"
37,"Dilaudid gtt","Free Form Intake"
38,"PGE 1 MCG/MIN","Free Form Intake"
39,"Drain Flush #1","Free Form Intake"
40,"Drain Flush #2","Free Form Intake"
41,"Drain Flush #3","Free Form Intake"
42,"Drain Flush #4","Free Form Intake"
43,"Dilaudid","Free Form Intake"
44,"ASCITES IN OR",
45,"abd fluid OR",
46,"DRAIN SITE #2.",
47,"EBL in OR",
48,"Chest Tubes Left Pleural 1",
50,"Chest Tubes Right Pleural 2",
52,"Gastric Nasogastric",
54,"Stool Out Stool",
56,"Urine Out Lt Nephrostomy",
58,"Cerebral Drain R Ventricular Drain",
59,"Gastric Oral Gastric",
61,"OR Out OR Urine",
62,"PACU Out OR Urine",
64,"OR Out EBL",
66,"Drain Out #1 Tap",
68,"Stool Out Other",
70,"Drain Out #1 Hemovac",
72,"Drain Out #2 Jackson Pratt",
74,"PACU Out PACU NG",
76,"Chest Tubes CTICU CT 1",
78,"Drain Out #1 Anderson",
79,"Drain Out #2 Anderson",
81,"Drain Out #3 Anderson",
83,"Drain Out #5 Other",
85,"Urine Out Incontinent",
87,"Stool Out Colostomy",
89,"Drain Out #1 Wound Vac",
90,"Chest Tubes Left Pleural 2",
92,"Drain Out #4 Jackson Pratt",
94,"Urine Out Condom Cath",
96,"Urine Out Ureteral Stent #1",
98,"Drain Out #1 Penrose",
99,"Drain Out #2 Penrose",
101,"Drain Out #4 Penrose",
103,"PO Intake","PO/Gastric"
104,"D5W 100.0ml","IV Infusions"
106,"Lactated Ringers","IV Infusions"
108,"100cc SW w/40meq KCL","IV Infusions"
109,"50cc w/20meq KCL","IV Infusions"
111,"Carrier","IV Infusions"
113,"D5.45NS w/20 KCL","IV Infusions"
114,"Diltiazem     mg/hr","IV Drips"
116,"Flush-pack","IV Infusions"
117,"Heparin         U/hr","IV Drips"
119,"NS w/20 KCL","IV Infusions"
121,"Nitro    mcg/kg/min","IV Drips"
122,"OR Autologous Blood","OR Intake"
124,"OR Crystalloid","OR Intake"
125,"PACU Crystalloids","PACU Intake"
127,"Sandostatin  mcg/hr","IV Drips"
129,"Vivonex","Tube Feeding"
130,"D5/.45NS","IV Infusions"
132,"D5W 50.0ml","IV Infusions"
133,"D5W 250.0ml + 100mcgkgmin Nitroglycerine-k","IV Infusions"
135,"D5W 250.0ml","IV Infusions"
136,"D5W 100.0ml + 75mcgkgmin Integrelin","IV Infusions"
137,"D5W 250.0ml + 25000Uhr Heparin","IV Infusions"
139,"Sterile Water 100.0ml","IV Infusions"
140,"D5W 250.0ml + 400mcgkgmin Dopamine","IV Infusions"
141,"N/A 50.0vl + 500mcgkgmin Propofol","IV Infusions"
143,"Dextrose 10%","IV Infusions"
144,"Packed RBC's","IV Infusions"
146,"D5W 1028.0ml","IV Infusions"
147,"D5W 250.0ml + 100mcgmin Nitroglycerine","IV Infusions"
148,"D5W 100.0ml + 125mghr Diltiazem","IV Infusions"
150,"D5W 100.0ml + 600mcghr Sandostatin","IV Infusions"
151,".45% Normal Saline 1000.0ml","IV Infusions"
152,"D5/.45NS 1000.0ml","IV Infusions"
153,"Ativan        mg/hr","IV Drips"
155,"Gastric Meds","PO/Gastric"
157,"Neosyneph    mcg/min","IV Drips"
159,"PACU Colloids","PACU Intake"
161,"D5W 250.0ml + 60mcgmin Neosynephrine","IV Infusions"
162,"D5W 200.0ml + 20mghr Ativan","IV Infusions"
163,"Fresh Frozen Plasma","IV Infusions"
165,"D5W 1000.0ml","IV Infusions"
166,"D5W 60.0ml + 60mghr Ativan","IV Infusions"
167,"Amiodarone    mg/hr","IV Drips"
169,"Epinephrine mcg/min","IV Drips"
171,"Morphine","IV Drips"
172,"OR Packed RBC's","OR Intake"
174,"D5W 250.0ml + 600mgmin Amiodarone","IV Infusions"
175,"D5W 250.0ml + 4mcgmin Epinephrine","IV Infusions"
176,".9% Normal Saline 250.0ml + 25000Uhr Heparin","IV Infusions"
177,"D5W 250.0ml + 4mcgmin Levophed","IV Infusions"
179,"Platelets","IV Infusions"
180,".45% Normal Saline","IV Infusions"
181,"D5W 250.0ml + 80mcgmin Neosynephrine","IV Infusions"
183,"PPN","IV Nutrition"
185,"D5W 50.0ml + 12mcgmin Neosynephrine","IV Infusions"
186,"TPN 1000.0ml","IV Infusions"
188,"TPN 2000.0ml","IV Infusions"
189,".45% NS","IV Infusions"
191,"Replete w/fiber","Tube Feeding"
192,"Carrier 1000.0ml","IV Infusions"
194,".9% Normal Saline 10000.0ml","IV Infusions"
195,".9% Normal Saline 250.0ml + 120mcgmin Neosynephrine","IV Infusions"
196,".9% Normal Saline 250.0ml + 40mcgmin Neosynephrine","IV Infusions"
198,"Epinephrine mcg/k/mn","IV Drips"
199,"Neosyneph mcg/kg/min","IV Drips"
200,"Replete","Tube Feeding"
201,"D5W 400.0ml + 40mghr Ativan","IV Infusions"
1489,"D5W 250.0ml + 8mcgmin Epinephrine","IV Drips"
1490,"NS bolus","Free Form Intake"
1491,"fluid bolus","Free Form Intake"
1492,"plueral fluid","Free Form Intake"
1493,"THERMODILUTION FLUID","Free Form Intake"
1494,"ogt drainage",
1495,"D5W 180.0ml + 180mghr Ativan","IV Infusions"
1496,".9% Normal Saline 100.0ml + 20mgkghr Pancuronium","IV Infusions"
1497,"D5W 100.0ml + 25000Uhr Heparin","IV Drips"
1498,".9% Normal Saline 250.0ml + 250mghr Lasix","IV Infusions"
3391,"Pregestimil 24 PO","PO Feeding"
3392,"TPN D18.0 100.0cc","IV Nutrition"
3393,"D10W 1.4cc","Fluid Bolus"
3394,"Similac","Free Form Intake"
3395,"3/4 str Prosobee","Free Form Intake"
3396,"Spit",
3397,"E 20 FS PO 90.0cc","PO Feeding"
3398,"Prosobee 1/4s","PO Feeding"
3399,"Prosobee 1/4s PO","PO Feeding"
3400,"Prosobee 1/2s PO","PO Feeding"
3401,"Pregestimil FS PO 100.0cc","NG Feeding"
3402,"E 20 Fe FS PO 100.0cc","NG Feeding"
3403,"IV D10W BOLUS","Free Form Intake"
3404,"E 24 FS PO 30.0cc","PO Feeding"
3405,"E 24 FS PO 90.0cc","PO Feeding"
3406,".45 NS","Free Form Intake"
3407,"Rectal irrigation",
3409,"Ostomies Colostomy",
3411,"NeoSure 100.0cc","NG Feeding"
3412,"NeoSure 24 PO 100.0ml","NG Feeding"
3414,"PE 24 FS PO 30.0cc","PO Feeding"
3415,"TPN D14 500.0cc","IV Infusions"
3417,"Br Milk FS PO 90.0cc","PO Feeding"
3419,"Sterile Water PO 165.0cc","NG Feeding"
3421,"NeoSure 165.0cc","NG Feeding"
3422,"E 20 Fe FS NG","NG Feeding"
3424,"PE20 FS PO","Free Form Intake"
3425,"PE20 PG","Free Form Intake"
3427,"VP shunt drainage",
3429,"Sterile Water PO","PO Feeding"
3431,"Urine cc/k/hr",
3432,"Similac w/ iron",
3434,"E 24 FS NG 30.0cc","NG Feeding"
3436,"Br Milk FS PO 210.0cc","PO Feeding"
3437,"EnfAddedRice 24 PO","PO Feeding"
3439,"NG EAR 30cal","Free Form Intake"
3440,"PO EAR30 cal","Free Form Intake"
3442,"g tube drainage",
3444,"GT vent",
3446,"NeoSure 24 NG","PO Feeding"
3448,"E 22 Fe FS PO","PO Feeding"
3449,"PE 22 FS PO 90.0cc","IV Infusions"
3451,"E 22 FS NG","PO Feeding"
3453,"EnfAddedRice 24 NG","IV Infusions"
3454,"Pedialyte Sol PO","NG Feeding"
3456,"TPN D13%","IV Nutrition"
3458,"GT drainage",
3459,"Enfamil AddedRice NG","NG Feeding"
3460,"EnfamilAddedRice PO","IV Nutrition"
3462,"urine",
3463,"BMFSNG+ 4 HMF","Free Form Intake"
3465,"Alimentum 28 NG","Free Form Intake"
3466,"Alimentum 28 po","Free Form Intake"
3468,"BMFSPO+ Promod+ HMF","Free Form Intake"
3469,"PE24FSNG+Promod+HMF","Free Form Intake"
3471,"D10 Bolus",
3472,"ur/kg/hr",
3474,"GT","Free Form Intake"
3475,"Prosobee 20cal GT","Free Form Intake"
3477,"G Tube Drainage",
3478,"0.9% Normal Saline 19.0ml","IV Infusions"
3480,"Prosobee","PO Feeding"
3482,"Prosobee FS PO 100.0cc","NG Feeding"
3483,"E 24 Fe FS NG 30.0cc","NG Feeding"
3485,"Nutramagen",
3486,"Br Milk FS PO 700.0cc","NG Feeding"
3488,"Portagen 20cal","Free Form Intake"
3489,"gastric Ph","Free Form Intake"
3491,"SPIT",
3492,"D5W flush","IV Flush"
3494,"SMA FS NG","NG Feeding"
3495,"SMA 20 FS PO","PO Feeding"
3497,"PE24+2HMF NG","Free Form Intake"
3499,"E 20 FS PO 30.0cc","NG Feeding"
3500,"E 20 1/4s PO","PO Feeding"
3502,"E 22 Fe FS NG 90.0cc","PO Feeding"
3503,"E 22 Fe FS PO 90.0cc","PO Feeding"
3505,"PE24NG+MCT+Promod","Free Form Intake"
3506,"PE24NG+2MCT+Promod","Free Form Intake"
3508,"ENFAMIL AR","Free Form Intake"
3509,"ENFAMIL AR 28 cal","Free Form Intake"
3511,"D10W 8.6cc","PO Feeding"
3512,"PE 24 FS PO 45.0cc","NG Feeding"
3514,"SIMILAC","Free Form Intake"
3515,"NEOSURE 22","Free Form Intake"
3517,"NeoSure 120.0cc","PO Feeding"
3518,"E 24 Fe FS PO 100.0cc","NG Feeding"
3520,"ml/kg/day","Free Form Intake"
3522,"Urine cc/kg/hr",
3524,"NeoSure 500.0cc","PO Feeding"
3525,"NeoSure 250.0cc","PO Feeding"
3526,"ur/cc/kg/hr",
3528,"PE 20 FS PO 30.0cc","NG Feeding"
3530,"Nutramigen 24 NG","PO Feeding"
3531,"Nutramigen 24 PO","PO Feeding"
3533,"E 20 FS PO 60.0cc","NG Feeding"
3535,"E 20 FS PO 100.0cc","PO Feeding"
3536,"Nutramigen 24 PO 85.0ml","NG Feeding"
3538,"blood removed...",
3540,"PN D10.5W","Free Form Intake"
3542,"Pregestimil 22cal PO","Free Form Intake"
3543,"D10W 3.5cc","Fluid Bolus"
3544,"D10W 1.8cc","IV Flush"
3546,"D10W 20.0cc","IV Infusions"
3547,"urcc/kg/day",
3550,"D10W 50.0cc + 5Ukghr Insulin Drip","IV Drips"
3551,"Insulin","IV Drips"
3553,"PE22 PO","Free Form Intake"
3554,"SPITS","Free Form Intake"
3556,"0.9% Normal Saline 10.0ml","NG Feeding"
3557,"TPN D8 50.0cc","IV Nutrition"
3558,"BMFSNG + 4HMF + MCT","Free Form Intake"
3559,"penrose drain, abd.",
3560,".45NS + 1:1 Heparin 30.0cc","PO Feeding"
3561,"D10W 30.0cc","NG Feeding"
3562,"TPN D10.0 1.0cc","Blood Products"
3563,"D10W 2.0cc","NG Feeding"
3564,"D5W 50.0cc + 500mcgkghr Fentanyl Drip","IV Drips"
3565,"IV #6 Location","Free Form Intake"
3566,"IV Site #6","Free Form Intake"
3567,"GASTRIC ASPIRATION",
3568,"E 20 Fe FS PO 90.0cc","IV Infusions"
2220,"TPN 4000.0ml","IV Drips"
2221,"ER CRYST","Free Form Intake"
2222,"NGT","Free Form Intake"
2223,"ns w/40kcl","Free Form Intake"
2224,"FARR 5 IN","Free Form Intake"
2225,"baker tube/contrast","Free Form Intake"
2226,"D5W 400.0ml + 150mcgkgmin Nitroprusside","IV Infusions"
2227,"D5W 500.0ml + 400mcgkgmin Nitroprusside","IV Infusions"
2228,".9% Normal Saline 250.0ml + 1250mcghr Fentanyl","IV Drips"
2229,"D5NS W/60KCL","Free Form Intake"
2230,"NS W/40KCL","Free Form Intake"
2231,"CRYST ANGIO","Free Form Intake"
2232,"THYMOGLOBLIN","Free Form Intake"
2233,"APROTININ 10,000/100","Free Form Intake"
2234,"HD REMOVAL",
2235,"HUO ANGIO",
2236,"D5W 120.0ml + 100mghr Diltiazem","IV Infusions"
2237,"TPN 1350.0ml","IV Nutrition"
2238,"CC7 CRYSTALLOIDS","Free Form Intake"
2239,"CC7 PRBC","Free Form Intake"
2240,"SOLUMEDROL DRIP","Free Form Intake"
2241,".45NS & 1 AMP BICARB","Free Form Intake"
2242,"ANGIO CRYSTALLOID","Free Form Intake"
2243,"anti-thymocyte globu","Free Form Intake"
2244,".45ns + 1 amp bicarb","Free Form Intake"
2245,"CARIPORIDE STUDY","Free Form Intake"
2246,"CISATRICARIUM CC/HR","Free Form Intake"
2247,"ANGIO UO",
2248,"HD FLUID REMOVED",
2249,"BRBPR",
2250,"CC7 BRBPR",
2251,"BUPIVICAINE/EPIDURAL","Free Form Intake"
2252,"lt. pleural ct bag","Free Form Intake"
2253,"or pleural tap",
2254,"hd out",
2255,"L Chest Tube #1",
2256,"L Chest Tube #2",
2257,"L Chest Tube #3",
2258,"L Chest Tube #4",
2259,"lt plural ct bag",
2260,"TPN 2368.0ml","IV Drips"
2261,"TPN 1526.0ml","IV Drips"
2263,"D5W 50.0ml + 100mghr Ativan","IV Drips"
2264,"er  intake","Free Form Intake"
2266,"IV fluid Farr5","Free Form Intake"
2267,"Replete 10.0str","Tube Feeding"
2269,"bile replacement","Free Form Intake"
2270,"Drain Out #3 Jejunostomy Tube",
2272,".9% Normal Saline 320.0ml","IV Infusions"
2273,"vasopressin unit/min","Free Form Intake"
2275,"bile refeed","Free Form Intake"
2276,"angio output",
2277,"insensible loss",
2279,"Drain Out #5 Pigtail",
2281,"Ice chips","Free Form Intake"
2283,"TPN w/Lipids 2500.0ml","IV Drips"
2284,"CISATRACURIUM DRIP","Free Form Intake"
2286,"calicium gluc gtt","Free Form Intake"
2287,"drain irrigant","Free Form Intake"
2289,"dialysis off",
2291,"NIMBEX CC/HR","Free Form Intake"
2292,"k-phos","Free Form Intake"
2293,"R THIGH JP",
2295,"STURDY HOSP","Free Form Intake"
2296,"mgso4 gtt","Free Form Intake"
2297,"Fluid bolus","Free Form Intake"
2299,"CISATRA","Free Form Intake"
2300,"CHOLECYSTOSTOMY TUBE",
2303,"D5 Ringers Lact. 125.0ml","OR Intake"
2304,"TPN 1713.0ml","IV Drips"
2306,"ER IVF","Free Form Intake"
2307,"EW INTAKE","Free Form Intake"
2309,"CISATRA CC/HR","Free Form Intake"
2310,"cisatricurium cc/hr","Free Form Intake"
2312,"P.O.","Free Form Intake"
2313,"PO INTAKE","Free Form Intake"
2315,"pericardial drain",
2316,"Sterile Water 60.0ml","IV Infusions"
2318,"TPN 1490.0ml","IV Drips"
2319,"TPN 2065.0ml","IV Drips"
1711,"CAPD dialysate dwell","Free Form Intake"
1713,"dialyslate out",
1714,"CAPD efluent",
1716,"D5W 100.0ml + 50mghr Diltiazem","IV Infusions"
1718,"pericadial tap",
1719,".9% Normal Saline 1150.0ml","IV Infusions"
1721,"fee water bolus","Free Form Intake"
1722,"vomitus",
1723,"D5W 500.0ml + 600mcghr Sandostatin","IV Infusions"
1725,"R paracentesis site",
1727,"peritoneal tap out",
1729,".9% Normal Saline 250.0ml + 600mgmin Labetolol","IV Drips"
1731,"ns fluid  bolus","Free Form Intake"
1732,"Mannitol 50Gm/250mL","Free Form Intake"
1734,"D5W 250.0ml + 1000mcghr Fentanyl","IV Infusions"
1735,"Pleural fluid.",
1737,"Packed RBC's 125.0ml","IV Infusions"
1739,"TOTAL IN FROM PAPERT","Free Form Intake"
1740,"iv fluid since mn","Free Form Intake"
1742,"Lactulose300mg/NS700","Free Form Intake"
1743,"water bolus","Free Form Intake"
1744,"total intake since n","Free Form Intake"
1746,"input from midnight","Free Form Intake"
1747,"i&o by paper","Free Form Intake"
1749,"total out since mn",
1751,"TOTAL OUT ON PAPER T",
1753,"TOTAL OUT FROM PAPET",
1755,"D5W 500.0ml + 1000mcghr Sandostatin","IV Drips"
1756,"Pre-Admission Intake 2700.0cc","IV Infusions"
1758,"FLOOR OUTPUT","Free Form Intake"
1759,"BICARB","Free Form Intake"
1761,"READYCAT","Free Form Intake"
1762,"HD removed",
1764,"Promote 60.0str","Tube Feeding"
1765,"gastrograffin","Free Form Intake"
1767,"TPN 1682.0ml","IV Infusions"
1768,"Impact w/fiber 225.0str","IV Infusions"
1769,"PPN 1800.0ml","IV Nutrition"
1771,"ns w/ 15mmol na+ phs","Free Form Intake"
1772,"thorocentesis",
1773,"Bari-cat","Free Form Intake"
1774,"HD putback","Free Form Intake"
1776,"IR blood products","Free Form Intake"
1777,"IR intake","Free Form Intake"
1780,"Paracentisis",
1782,"D5W 260.0ml","IV Infusions"
1783,"D5W 40.0ml + 20mghr Ativan","IV Infusions"
1785,"PPN 1075.0ml","IV Drips"
1786,"D5/.45NS 50.0ml","IV Infusions"
1787,"Peritoneal dial in","Free Form Intake"
1789,"thoracen fluid",
1791,"2.5% dialysate in","Free Form Intake"
1792,"1.5% dialysate","Free Form Intake"
1793,"effluent out",
1795,"TPN 1394.0ml","Blood Products"
1796,"Promote 999.0str","Tube Feeding"
1797,"protonix gtt cc/hr","Free Form Intake"
1799,"Hemo Vol","Free Form Intake"
1800,"biliary drain latrl",
1802,"right thoracentesis",
1804,"D5W 700.0ml","IV Infusions"
1806,"nicardipine","Free Form Intake"
1807,"Calcium chloride IVP","Free Form Intake"
