ITEMID,LABEL,CATEGORY,DESCRIPTION
2786,"PGTAILS/FLUSH/10MLNS",,
2788,"ABD GIRTH",,
2789,"MAMMARY SUPPORT",,
2790,"FEM. ART BP",,
2792,"pr interval",,
2794,"r wrist brace",,
2795,"leg dsg w-d packing",,
2796,"Alcohol Gm/hour",,
2797,"3,4,5 finger doppler",,
2798,"arm 90 degrees",,
2800,"ACE WRAP RIGHT LEG",,
2802,"VENOUS FLOW/GRAFT",,
2803,"10%alcohl",,
2804,"10% alcohol/ cc/hr",,
2806,"ALCOHOL GTT ML/HR",,
2807,"facial droop",,
2808,"tongue midline",,
2809,"xigris mcg/kg/hr",,
2813,"Hard Cast L FA",,
2815,"INCENTIVE SPIROMETRY",,
2819,"RIGHT LEG DRSG",,
2820,"STERNAL DRSG",,
2821,"binder",,
2822,"gt drsg",,
2823,"incentive spirometry",,
2824,"SHAMPOO",,
2825,"Cough/Deep Breath",,
2826,"Incentive spirometry",,
2829,"fenoldopam mcg/kg/mn",,
2831,"FEM ABP",,
2832,"APROTININE",,
2833,"Femoral A-Line",,
2834,"ICS",,
2836,"DEEP BREATH & COUGH",,
2838,"HALDOL MG IVP",,
2840,"Peri Pads/hour",,
2842,"JV O2 Sat",,
2848,"JP #1 R SITE/DRAINAG",,
2849,"JP#2 L SITE/DRAINAGE",,
2850,"T TUBE SITE/DRAINAGE",,
2852,"COUGH/DEEP BREATHE",,
2854,"rectal tube",,
2855,"coccyx drsg",,
2856,"Potassium phosphate",,
2858,"RT ABD GRAFT PULSE",,
2860,"LEG VAC DRSGS",,
2861,"TPA mg/HR",,
2862,"PEG DSG/CARE QD",,
2863,"DEEP BREATH&COUGH",,
2865,"iabp-bp",,
2866,"CPAP MASK",,
2868,"FEMORAL A-LINE",,
2869,"PORK INSULIN U/HR",,
2870,"ICP-ventriculostomuy",,
2872,"abd binder",,
2874,"lepirudin mg/kg/hr",,
2875,"VAC MACHINE",,
2876,"10% ALCOHOL CC/HR",,
2877,"trach collar trial",,
2879,"Prostaglandin m/k/mn",,
2880,"A GAP",,
2882,"FLAP COLOR/TEMP",,
2883,"Venous signal",,
2889,"MIXED VENOUS",,
2898,"AMBUED Q4 AND PRN",,
2901,"T3   (NML 80-200)",,
2902,"T4  (NML 4.6- 12.0)",,
2903,"TSH  (NML 0.27-4.2)",,
2907,"R groin sheath",,
2908,"ETOH Grams/hour",,
2909,"HI/Minute/Vol Alarm",,
2910,"R drain flush",,
2913,"R FEM ART LINE",,
2915,"HI/Minute/Vol/Alarm^",,
2918,"BINDER",,
2919,"ABDOMINAL GIRTH",,
2920,"cyclosporin mg/h",,
2921,"Delta P",,
2922,"P-insp",,
2924,"sitter",,
2925,"flow trigger",,
2929,"sputum culture",,
2932,"aprotinine",,
2933,"SVO2 SAT",,
2934,"high minute ven    n",,
2935,"P Low",,
2936,"T High",,
2937,"T Low",,
2938,"ART",,
2940,"L rad art BP",,
2943,"low min vol",,
2944,"Abdominal Binder.",,
2945,"BLOWDRY RT THIGH",,
2946,"APPROTININ CC/HR",,
2947,"approtinin cc/hr",,
2948,"femoral ART Line",,
2949,"HIGH MIN.VOLUME",,
2950,"PPM",,
2951,"TANK PRESSURE",,
2952,"RT RAD A LINE",,
2953,"ESMOLOL MCG/MIN",,
2955,"JVO2 SAT",,
2956,"ventriculostomy icp",,
2957,"ECMO FLOW",,
2958,"NECK FLAP CAP REFILL",,
2959,"Solumedrolmg/kg/hr",,
2960,"lepirudin mgs/kg/hr",,
2961,"leprudin",,
2962,"fenoldopam mcg/k/min",,
2963,"CHECK BRUIT L ARM",,
2964,"left AV thrill/bruit",,
2965,"INTRAABDOM. PRESSURE",,
2966,"OFFICERS/HANDCUFFED",,
2967,"APROTININ.",,
2968,"FEM ART BP",,
2969,"R GROIN A LINE",,
2971,"LR",,
2972,"LOW MIN VOL",,
2973,"High Mv",,
2974,"FEM LINE MAP",,
2976,"SHAVE",,
2978,"peritoneal amylase",,
2981,"FiO2",,
2983,"solumedrol mg/hr",,
2984,"Camino Bolt",,
2985,"ICP ventricle",,
2986,"neuro drain type 2",,
2987,"Epidural",,
2988,"ORAL AIRWAY",,
2989,"APOTININ CC/HR",,
2990,"High Tidal Vol",,
2992,"Argatroban mcg/kg/m",,
2993,"trache care",,
2998,"Vt",,
3000,"CPP WITH CAMINO ICP",,
3001,"Solumedrol mg/kg/hr",,
3002,"pad changed torso",,
3003,"SPNIOT TIDAL VOLUMES",,
3004,"spontaneous VT",,
3005,"Aprotiinin ml/hr",,
3008,"Epidural rate",,
3009,"Insp.Time",,
3010,"Integrellin cc/hr",,
3011,"ICE PACKS TO R EYE",,
3013,"shaved/bedbath",,
3014,"bath/shampoo",,
3015,"CHEST TUBE #5",,
3016,"CT #5 CREPITUS.",,
3017,"CT #5 DRAINAGE.",,
3018,"CT #5 DRESSING.",,
3019,"CT #5 FLUCTUATE/LEAK",,
3020,"CT #5 SUCTION AMOUNT",,
3028,"p high",,
3029,"p low",,
3030,"slop",,
3031,"t high",,
3032,"t low",,
3033,"hair washed",,
3034,"left arm sling",,
3036,"P HIGH",,
3037,"THAM",,
3038,"XYGRIS",,
3041,"lt arm sling",,
3042,"LEFT FEM ABP",,
3043,"RIGHT FEM ABP",,
3044,"10% ETOH CC/HR",,
3045,"SPONT VT",,
3046,"HIGH MINUTE VENT.  N",,
3047,"BEDBATH/SHAVED",,
3048,"PEJ CARE TID",,
3049,"spont Ve",,
3050,"spont tidal volumes",,
3051,"high min.vol.",,
3052,"waffle boot",,
4296,"Glycerin supp.",,
4297,"Na bicarb",,
4298,"umbi site",,
4299,"Glycerin",,
4303,"CT dsg",,
4304,"CVL site",,
4305,"Caffeine Citrate",,
4310,"combivent",,
4311,"glycerin",,
4312,"hydrocortisone",,
4315,"Gent",,
4319,"Skin",,
4320,"hearing screen",,
4321,"Glycerine",,
4322,"Circumsion Site:",,
4326,"Hep B Vaccine",,
4334,"aquaphor",,
4340,"Hep B vaccine",,
4342,"Rash",,
4347,"Hearing screen",,
4349,"Chloral Hydrate",,
4350,"PKU",,
4353,"hep flush",,
4354,"Bili level",,
4355,"circ care",,
4360,"Nystatin oral.",,
4362,"Prune Juice",,
4363,"Gel Pillow:",,
4364,"CEFOTAXIME",,
4365,"k phosphorus",,
4369,"thoracentesis",,
4370,"Circ site",,
4371,"Criticaid cream",,
4372,"Desitin",,
4373,"Mineral oil/ skin",,
4374,"desetin",,
4375,"Neut",,
8157,"3x antibiotic oint",,
8159,"FLOLAN ng/kg/min",,
8169,"Amicar mg/hr",,
8170,"trach postion/stoma",,
8173,"Nitric Tank psi",,
8177,"Ionized calcium",,
8178,"Heated Aerosol Neb",,
8179,"peak flow post rx",,
8181,"HeOx PSI",,
8183,"trach mark location",,
8186,"svo2 RIJ",,
8190,"epicardial pacemaker",,
8192,"Dexmedetomidine",,
8193,"Heparin Lock Flush",,
8194,"Broviac site",,
8197,"Triple AB ointment",,
8199,"lacrilube ointment",,
8200,"L arm Fistula",,
8204,"triple antibx",,
8205,"isoproterenol",,
8206,"Artic Sun",,
8208,"Postductal O2 Sat",,
8209,"Preductal O2 Sat",,
8212,"mammo support",,
8218,"left icp",,
8220,"Effluent BUN",,
8225,"Effluent Cr",,
8230,"sheepskin for heels",,
8233,"multi drsg changes",,
8235,"naHCO3",,
8240,"MICONAZOLE POWDER",,
8247,"ACE WRAP",,
8253,"Atropine 1% eye drop",,
8257,"thick and easy to bm",,
8258,"Ursodeoxycholic Acid",,
8259,"omerprazole",,
8262,"ketamine mg/hr",,
8265,"Turtle Shell Brace",,
8266,"epoetin alfa",,
8268,"Disconnect Alarm",,
8270,"Heparin lock Flush",,
8272,"Seizure pads",,
8273,"amoxacillin",,
8276,"critcaid ointment",,
8279,"Prednisolone Drops",,
8285,"TPA            mg/hr",,
8287,"trach press",,
8289,"Mucomyst       mg/hr",,
8290,"Acetylcysteine",,
8298,"L ICP",,
8299,"R ICP",,
8301,"Recruitment pressure",,
8304,"mulitpodus",,
8305,"ICP  Right",,
8307,"Left neprhrostomy",,
8309,"prednisolone gtts",,
8310,"NO Tank PSI",,
8313,"Nystatin solution",,
8314,"Abd.Binder",,
8315,"hernia repair sites",,
8317,"percusion",,
8320,"G-tube site",,
8321,"nystatin pwdr",,
8325,"IONIZED CALCIUM",,
8330,"L AV fistula Bruit",,
8331,"Diazoxide",,
8339,"Neo Opium Solution",,
8342,"rituximab",,
8344,"nacl",,
8345,"Sigh peep level",,
8346,"Ursodiol",,
8353,"CSM to toes",,
8357,"Sigh Peep",,
8360,"Trans pul exp.",,
8361,"Trans pul insp",,
20001,"SAPS-I","LCP","Calculated SAPS I score by the MIMIC2 team"
6249,"leg retraints",,
6250,"lt av fistula",,
6251,"wrist restraints",,
6252,"Abdominal U/S",,
6253,"NUTR PANEL,Hct, reti",,
6254,"Post-Ductal SaO2",,
6255,"VAsopressin 0.04   s",,
6256,"Platelet Count",,
6257,"Heated Humid",,
6258,"fluconazole",,
6259,"Tank Pressure (NO)",,
6260,"R fem Art line",,
6261,"Vanco level",,
6262,"Hep Flush 10UNITS/CC",,
6263,"J tube port",,
6264,"high NO alarm",,
6265,"high NO2 alarm",,
6266,"Low NO alarm",,
6267,"NO2",,
6268,"drive pr",,
6269,"Dressing",,
6270,"Thigh Tourniquet",,
6271,"Subgaliel tap",,
6272,"right fem. a-line",,
6273,"Driving P.",,
6274,"Triple Antibx",,
6275,"GI tube #3",,
6276,"Critic-Aid Skin Pst",,
6277,"PICC line attempt",,
6278,"fingerstick",,
6279,"TPA 50MG IN 500NS",,
6280,"flovent",,
6281,"LEFT LEG DRSG",,
6282,"Bed Rotation",,
6283,"Nitric Tank Pressure",,
6284,"Merepenum",,
6285,"right nephrost irrig",,
6286,"FLOW",,
6287,"antibiotic ointmt.",,
6288,"tri-vi-sol",,
6289,"spontaneous vt",,
6290,"Bath & shampoo",,
6291,"NITRIC TANK PRESSURE",,
6292,"APRV HIGH",,
6293,"APRV LOW",,
6294,"FETAL HR BY L&D RN",,
6296,"spironolactone",,
6297,"VP shunt placement",,
6298,"foley d/c",,
6299,"sodium bicarb",,
6300,"methylene blue test",,
6301,"3X ABX ointment",,
6302,"low press",,
6303,"Pigtail dressing",,
6304,"urine cath",,
6305,"freeform alarm",,
6306,"Sclera",,
6307,"Scleral jaundice",,
6308,"TEDS",,
6309,"24hr Caregiver",,
6310,"Hep B ImmuneGlobulin",,
6311,"heparin lock flush",,
6312,"Abdominal Binder",,
6313,"catherization",,
6315,"Insp time",,
6316,"vac canister change",,
6317,"iv diuril",,
6319,"bronched",,
6322,"Face Droop",,
6323,"solumedol",,
6324,"Tongue Deviation",,
6326,"Bair hugger",,
6330,"Bed rotation",,
6332,"mucocous fstula",,
6333,"bed rotation",,
6334,"meropnem",,
6336,"PCV driving pressure",,
6337,"PICC line site",,
6338,"femoral line left",,
6339,"PRESSURE SUPPORT",,
6342,"P Insp",,
6344,"CUFF PRESS.",,
6346,"Cuff Pressure",,
6347,"femoral pulses",,
6349,"AUTOPeeP",,
6350,"total PeeP",,
6351,"Train of Four",,
6352,"fentanyl mcg/hr",,
6353,"rt groin sheath",,
6359,"Halo",,
6363,"EDM CI",,
6364,"EDM CO",,
6366,"P HI",,
6367,"P LO",,
6368,"T HI",,
6369,"T LO",,
6375,"Trache care",,
6378,"ViDaylin",,
6379,"vidalyn",,
6381,"Zosyn",,
6384,"PINSP",,
6391,"rad a line",,
6394,"Miconazole Pdr",,
6395,"Phenylephrine gtts",,
6396,"Prednisolone gtts",,
6398,"FEM LINE",,
6399,"ART MAP",,
6402,"TRAIN OF FOUR",,
6406,"Rt Neck Massage",,
6407,"Warm compress",,
6408,"Multi podis boots",,
6409,"PR interval",,
6410,"Auto Rotation",,
6411,"Dressing  Change",,
6414,"Nephrostomy",,
6415,"Tri-Visol",,
6416,"Bilateral hernia",,
6417,"low pressure",,
6419,"mlti podus boots",,
6420,"PERICARE",,
6422,"Xigris  mg/hour",,
6423,"Octreotide mcg/hr",,
6424,"IABP BP",,
6427,"Ribavirin RX",,
6428,"L fem art line",,
6429,"Glucagon       mg/hr",,
6430,"Multipodis Boot",,
6433,"SIGH BREATH",,
6434,"RSBI",,
6437,"EPIDURAL RATE",,
6438,"Nitric Oxide PPM",,
6439,"Nitric tank pressure",,
6443,"AMONIA",,
6444,"Fissure",,
6448,"P Lo",,
6449,"PROTONIX MG/HOUR",,
6451,"Phigh",,
6453,"Plow",,
6454,"Thigh",,
6457,"L FEM ART LINE",,
6458,"Multipodus",,
6461,"fem sheat",,
6463,"intermit pacer beats",,
6465,"P-High",,
6466,"P-Low",,
6467,"T-High",,
6469,"nephostomy",,
6470,"CA GLUCONATE",,
6471,"Edema",,
6480,"p hi",,
6481,"p lo",,
6482,"t hi",,
6483,"t lo",,
6484,"Rt Thigh Girth",,
6485,"sacral wound",,
6486,"SvO2 MVG",,
6487,"ART. SHEATH",,
6489,"auto-peep",,
6498,"Miconazole Pdr.",,
6503,"moves legs well",,
6507,"Radial a-line",,
6509,"VITAMIN A",,
6510,"VIT A",,
6512,"Phenylephrine gtt",,
6513,"Prednsolone gtt",,
6515,"Multi podus boot",,
6517,"ABD Binder",,
6520,"P-high",,
6521,"P-low",,
6522,"T-high",,
6525,"TOF level",,
6528,"Warm hand pack",,
6533,"Coccyx WTD Dressing",,
6535,"splints removed",,
6536,"Erythromycin",,
6537,"Ketamine",,
6538,"tpn",,
6540,"IntraABd pressure",,
6541,"methadone mg /hr",,
6542,"edi",,
6546,"pm valve",,
6552,"low insp press",,
6553,"cyclosporin",,
6556,"Prednisolone drops",,
6562,"diuril",,
6573,"MgSO4          mg/hr",,
6577,"Myconizol Powder",,
6578,"IR SHEATH ABP",,
6579,"IR Sheath MAP",,
6582,"left femerol artery",,
6584,"HumR SSI",,
6585,"NPH units",,
6586,"Heliox Tank PSI",,
6587,"Heliox total flow",,
6590,"arterial mean #2",,
6593,"Multipodis Boots",,
6596,"Acety42gm/1L-mg/kg/h",,
6599,"right arm",,
6601,"Auto PeeP",,
6603,"INAMRINONE MCG/KG/MN",,
6604,"Fem sheath",,
6605,"Fem sheath MAP",,
6607,"Vitamin A IM",,
6609,"Ribavrin TX #",,
6610,"rifampin",,
6612,"flowvent MDI",,
6616,"Pantoprazole   mg/hr",,
6618,"HumR #Units",,
6620,"PAUSE TIME L/R",,
6621,"ROTATION",,
6622,"hernia repair site",,
6627,"linen change",,
6628,"critic-aid",,
6629,"Rash left hand",,
6630,"left arm laceration",,
6631,"pressure low",,
6632,"head circumference",,
6635,"Aprotinin ml/hr",,
6636,"R FEM",,
6637,"VIT A INJ",,
6639,"Vit A injection",,
6640,"35 QVar",,
6641,"Heliox flow",,
6643,"Temp Rectal",,
6644,"QVar",,
6645,"pmv",,
6647,"50% Dextrose gm",,
6650,"DSD on head",,
6651,"ca gluc ml/hr",,
6653,"femoral abp mean",,
6655,"PCV Level",,
6656,"PHigh",,
6657,"DP",,
6659,"right femoral sheath",,
6663,"Artificial tears",,
6667,"G-Tube Site",,
6669,"APRV Phi",,
6670,"APRV Plo",,
6671,"APRV T hi",,
6672,"APRV T lo",,
6678,"nitric ppm",,
6680,"trusopt",,
6681,"Oral nystatin",,
6682,"INO PRESS",,
6686,"TRIVISOL",,
6687,"PPN",,
6688,"High NO alarm",,
6689,"High NO2 alarm",,
6690,"phenylephrine gtts",,
6691,"DRIV PRESS",,
6701,"Arterial BP #2",,
6702,"Arterial BP Mean #2",,
6703,"INV#1 Cap Change",,
6704,"INV#1 Tubing Change",,
6705,"INV#2 Cap Change",,
6706,"INV#2 Tubing Change",,
6707,"INV#3 Cap Change",,
6708,"INV#3 Tubing Change",,
6709,"INV#4 Cap Change",,
6710,"INV#4 Tubing Change",,
6711,"INV#5 Cap Change",,
6712,"INV#5 Tubing Change",,
6713,"INV#6 Cap Change",,
6714,"INV#6 Tubing Change",,
6715,"INV#7 Cap Change",,
6716,"INV#7 Tubing Change",,
6717,"INV#8 Cap Change",,
6718,"INV#8 Tubing Change",,
6719,"SpO2-L",,
6720,"Trip antibiotic oint",,
6725,"SSI HumR #u",,
6729,"Act CPP",,
6737,"Mammary Binder On",,
6738,"left breast doppler",,
6739,"right breast doppler",,
6740,"solumedrol drip",,
6741,"pantoprazole mgm/hr",,
6748,"Pt Leak",,
6749,"total RR",,
6750,"Bed alarm",,
6751,"Bilateral hernia dsg",,
6752,"Phenylepherine",,
6753,"Prednisilone gtts",,
6754,"urine PH",,
6756,"pantoprazole80mg/100",,
6758,"ecmo",,
6762,"Incision sites",,
6763,"passy-muir/cuff",,
6764,"pupil deviation",,
6766,"foley change",,
6767,"heliox lpm",,
6768,"tank pressure",,
6773,"DRIVING PRESS.",,
6774,"RSSI #units",,
6778,"Tri-vi-sol",,
6782,"nephrostomy",,
6783,"Peri care",,
6784,"Vitamin A injection",,
6785,"Rotation L/R",,
6790,"SSRI #units",,
6792,"range of motion",,
6793,"02 ANALYZED",,
6794,"NITRIC OXIDE PPM",,
6795,"NO2 ANALYZED",,
6796,"dilantin level",,
6797,"phenobarb level",,
6799,"COO",,
6806,"Mucomyst mg/hr",,
6807,"Triple antibx oint",,
6810,"APNEA sec",,
6812,"myconazole",,
6815,"Critacaid",,
6817,"mixed venous",,
6819,"drive p",,
6820,"SSI HumR #units",,
6826,"mixed venous 02",,
6828,"Q1H EEG TRACE",,
6830,"Ostomy dsg change",,
6831,"cool bath",,
6832,"hob angle",,
6835,"rotation on/off",,
6838,"left ankle drsg ch",,
6841,"DOPPLER FLAP CHECK",,
6842,"FLAP BRISK CAP REFIL",,
6843,"FLAP WARM GOOD COLOR",,
6845,"Other cooling",,
6846,"Primo study cc/hr",,
6848,"hernia/drsng",,
6851,"Rotation",,
6852,"nausea",,
6854,"EEG (burst/min)",,
6859,"Insp press mius PEEP",,
6860,"SVO2-Presep. cath.",,
6861,"RAP",,
6862,"bed rotation on/off",,
6864,"Low insp pressure",,
6868,"Fistula",,
6870,"Pedal edema",,
6871,"Multi-Podis boots",,
6872,"intrathecal catheter",,
6873,"low MV",,
6875,"CPAP AMT",,
6885,"R chest dsg",,
6889,"PEEP Sigh level",,
6891,"ISUPREL",,
6893,"Vitamin A INJ",,
6895,"hepatic drain",,
6896,"Rapamycin",,
6898,"TRACHEA DSG",,
6906,"An GAP",,
6908,"Triple ant. ointment",,
6912,"tpa mg/hour",,
6916,"nitric oxide ppm",,
6919,"index",,
6920,"Nitric Cylinder[PSI]",,
6921,"isuprel",,
6922,"mucous fistula stoma",,
6924,"MEASURED PEEP",,
6926,"Arterial BP #3",,
6927,"Arterial Mean #3",,
6928,"Diplopia",,
6930,"STUDY DRUG CC/HR",,
6931,"ECMO Flow L/min",,
6932,"exh. ve",,
6933,"exh. vt",,
6934,"inhaled ve",,
6935,"insp. vt",,
6937,"Dextran",,
6938,"ligation site",,
6939,"LUE AV fistula",,
6940,"BLADDER SCAN AMOUNT",,
6943,"LOW PEEP",,
6944,"LOW PRESSURE",,
6945,"LOW VT",,
6947,"mvo2",,
6948,"Multipodos",,
6952,"Aprotinen",,
6957,"Bed Alarms",,
6960,"teds",,
6963,"breast binder",,
6964,"Epidural ml/hr",,
6967,"right arm elevated",,
6968,"urostomy",,
6969,"APROTININ  ML/HR",,
6970,"Right inguinal herni",,
6974,"L arm elevated",,
6975,"Unasyn",,
6978,"iced gauze to eyes",,
6981,"Bed exit alarm",,
6982,"Bed bath/shaved",,
6985,"Sigh PEEP level",,
6987,"bladder pse.",,
7000,"ideal body weight",,
7002,"LUE fistula thrill",,
7003,"Broviac dressing sie",,
7004,"mulitpodus boots",,
7009,"Nacl supp",,
7015,"ECMO FLOW RATE",,
7018,"ecmo fio2",,
7019,"Triple anti oint",,
7020,"P-HI (APRV)",,
7021,"P-LO (APRV)",,
7022,"T-HI (APRV)",,
7023,"T-LO (APRV)",,
7025,"PTPEXP",,
7026,"PTPinsp",,
7027,"vacuum",,
7029,"Trip Antibiotic Oint",,
7031,"multi podis boot",,
7032,"OR pillow",,
7033,"octreotide",,
7036,"neonatal opium solun",,
7041,"vapotherm fio2",,
7043,"LUA AV fistula",,
7044,"tof",,
7045,"DTO",,
7051,"rash axilla",,
7052,"Vit. A",,
7058,"Vapotherm",,
7060,"Cont. EEG",,
7061,"left nephrostomy",,
7062,"Mucomyst mcg/kg/min",,
7063,"VENOUS SAT",,
7065,"Abdominal incision",,
7070,"P2",,
7073,"Cannula Size",,
7074,"NeoBlue Bank",,
7075,"NeoBlue Mini",,
7076,"Prong Type",,
7078,"Ranitidine/Zantac",,
7081,"InExsufflator",,
7082,"Acetylcysreine",,
7084,"Broviac Dsg",,
7085,"driving pr",,
7086,"CIRCUMCISION SITE",,
7088,"Right Fem site",,
7089,"P4",,
7090,"Right pedal pulse",,
7091,"P5",,
7092,"Tinsp",,
7093,"av fistula",,
7094,"low IP",,
7095,"Shaved",,
7096,"suicide precautions",,
7107,"Acetylcysteine mg/hr",,
7108,"surgical bra",,
7111,"papaperine",,
7112,"PAPAVERINE MG/HR",,
7114,"Ostomy bag",,
7116,"Rt ICP",,
7118,"Trache",,
7119,"metronizadole",,
7120,"OGT Sugar level",,
7121,"TUBE feed sugar levl",,
7123,"Nares Care",,
7124,"Low pressure Alarm",,
7126,"Nystatin swabs",,
7128,"He tank pressure",,
7132,"mucomyst mg/kg/hr",,
7133,"abd pressure",,
7135,"Peak flow",,
7138,"umb hernia",,
7141,"Chest tube site",,
7143,"ABC",,
7146,"Oxygen #3",,
7151,"HOB Measurement",,
7152,"In-Line Sx Change",,
7158,"AMIODARONE CC/HR",,
7161,"P-Hi",,
7166,"Eye care",,
7170,"T deconn",,
7174,"fluconozole oral sol",,
7176,"low insp. pressure",,
7179,"right leg drsg",,
7182,"thigh circ",,
7185,"lt av fistula bruit",,
7193,"NEPHRO TUBE",,
7194,"NEPHROTUBE COLOR",,
7200,"Pmax",,
7204,"gentamycin eye ontmt",,
7209,"COUGH/DEEP BREATHING",,
7210,"Phenylephrine nose s",,
7211,"Atropine opth. oint",,
7213,"carbamazepine",,
7214,"prednisolone nosedrp",,
7219,"skin laceration",,
7220,"X-Ray",,
7221,"Protonix       mg/hr",,
7222,"CT sites",,
7223,"Polymyxin B oint",,
7225,"PLow",,
7226,"THigh",,
7227,"TLow",,
7229,"low Vt",,
7232,"Peakflow",,
7234,"t-low",,
7235,"Drivng press",,
7236,"g-tube site",,
7241,"spinal pse.",,
7242,"fem/fem bpg",,
7243,"R ax fem bpg pulse",,
7245,"CALCIUM GLUC ML/HR",,
7246,"Cuff pres.",,
7251,"ergocalciferol",,
7252,"omeprazole",,
7253,"mycostatin powder",,
7254,"Neosporin to GT site",,
7258,"RLE ELEVATED",,
7259,"Triple Abx Ointment",,
7260,"venous 02sat",,
7262,"Urine PH",,
7263,"Driving Press",,
7268,"Bed Rotation Left",,
7269,"Bed Rotation Right _",,
7272,"Solu-Medrol Mg/Kg/Hr",,
7276,"Loperamide",,
7277,"Isoproterenol",,
7280,"Nystatin.",,
7281,"Cooling Blanket",,
7286,"trache",,
7287,"pigtail dsg change",,
7288,"Acapella (PEP)",,
7289,"thigh measurement",,
7292,"Urine source #2",,
7293,"VENOUS O2 SAT",,
7294,"BNP",,
7300,"hairwashed",,
7301,"Gentamycin Eye Oint.",,
7303,"gentamycin eye oint",,
7308,"FS",,
7318,"Gent Eye",,
7319,"bil leg drsgs",,
7325,"aspirin level",,
7327,"Passimier valve",,
7328,"ostomy bag",,
7332,"pressure support",,
7337,"Insp. time",,
7338,"Domeboro soak",,
7339,"leech therapy",,
7341,"Vasopressin  u/hr",,
7345,"D5 1/2ns w/20meq kcl",,
7349,"Dexamethasone",,
7351,"residual",,
7352,"DRIVING  PRESSURE",,
7353,"P.high",,
7354,"P.low",,
7355,"T. high",,
7356,"T. low",,
7359,"nasal irrigation TID",,
7361,"SV02",,
7362,"oxacillin",,
7363,"Bed Rotation Right",,
7364,"I/S",,
7372,"PANTOPRAZOLE",,
7375,"other",,
7379,"TLSO brace",,
7380,"Nystatin oral suspen",,
7383,"Actigal",,
7385,"bivona trach measure",,
7389,"protonix 80mg/250cc",,
7391,"Rotation On/Off",,
7394,"disconnect time",,
7396,"INO TANK",,
7397,"Ace wrap on left fot",,
7400,"Antibiotic ointment",,
7402,"fi02 set",,
7403,"Volume/SIMV with PSV",,
7406,"PMV ON",,
7407,"Incentive spir",,
7409,"Atropine Gtts",,
7414,"Triple abx ointment",,
7421,"disconect alarm",,
7422,"aqua tears",,
7423,"Flovent Puffs",,
7424,"Neonatal Morphine",,
7425,"Solu-medrol mg/hr",,
7431,"Goldline Baby Vits",,
7435,"Cyclosporine   mg/hr",,
7439,"walking hr",,
7440,"walking o2 sat",,
7443,"Bed Rotation.",,
7449,"ECMO flow",,
7453,"bear hugger",,
7454,"Driving P",,
7458,"ICE PACKS PERINEAL",,
7459,"Ph",,
7460,"Pl",,
7461,"Th",,
7462,"Tl",,
7464,"Discon",,
7469,"Methylprednisolone",,
7470,"Startle Reflex",,
7471,"Triple Abx oint",,
7474,"trach mark",,
7477,"hood",,
7482,"irrigate pericardial",,
7485,"Maintainence IVF",,
7486,"CUFF P.",,
7488,"Rotation On",,
7493,"t-Hi",,
7499,"MINERVA BRACE",,
7500,"dexamethasone drops",,
7504,"Driv pressure",,
7505,"Neck",,
7508,"CSM CHECK",,
7515,"Umbi",,
7516,"t discon",,
7517,"MARCAINE .25/4CC SC",,
7520,"gent eye ointment",,
7524,"aprv phigh",,
7528,"TRACH MARK",,
7531,"baby vitamins",,
7532,"T  high",,
7534,"Intrinsic peep",,
7535,"Umb. Hernia",,
7540,"expir pressure",,
7541,"insp pressure      e",,
7542,"DSG SITE",,
7544,"evd",,
7546,"bactroban oint.",,
7547,"Ostomy appliance",,
7550,"PR",,
7551,"L.ARM ELEVATION",,
7565,"Cont EEG",,
7568,"L arm: thrill/bruit",,
7570,"FIO2 SET",,
7571,"QTC measurement",,
7573,"actigal",,
7574,"lumbar pressure",,
7579,"rotation mode on   d",,
7581,"pr",,
7582,"Bed rotation.",,
7585,"inexsufflator",,
7587,"PS",,
7589,"podus boot",,
7592,"Solumedrol cc/h",,
7594,"OGT residual",,
7595,"PSV",,
7597,"PRBC",,
7599,"nasal septum",,
7600,"NECK GIRTH (cm)",,
7601,"rotation on",,
7602,"Midazolam",,
7606,"adjustable flange",,
7607,"Tranpul. Insp Hold",,
7608,"Transpul. End Exhal.",,
7610,"cardiac index      o",,
7611,"Lumbar Drain",,
7612,"Augmentin",,
7614,"ngt residual",,
7615,"seizure pads on bed",,
7618,"BP Lt. leg Mean",,
7620,"BP Rt. Arm Mean",,
7622,"BP Rt. Leg Mean",,
7625,"Lt. arm BP S/D",,
7626,"mitts",,
7631,"Gent ointment",,
7632,"NO Tank Pressure",,
7638,"Driving Pressure:",,
7639,"T disconnect",,
7642,"RV DIAST",,
7643,"RVSYSTOLIC",,
7645,"Central line SVO2",,
7646,"Nailbed circulation",,
7647,"set min. vent",,
7648,"TF residual/G-tube",,
7649,"TF residual/J-Tube",,
7650,"Salicylate",,
7652,"bath care",,
7654,"mucomyst mg/hr",,
7655,"security",,
7663,"ABDO BINDER",,
7667,"L chest incision",,
7668,"CXT site",,
7671,"foley size",,
7672,"Foley",,
7675,"Traction amt (lbs)",,
7680,"IoCa",,
7683,"criticaid ointment",,
7685,"worsening rash",,
7687,"ileal conduit",,
7688,"Nasal irrigant",,
7689,"trach tube mark",,
7691,"Sz Pads",,
7692,"Bivona mark",,
7694,"fliud bolus",,
7697,"LEG ROLL",,
7699,"HICCUPS",,
7709,"L heel protect boot",,
7717,"peripheral sat",,
7720,"FBS",,
7722,"criticaid oint.",,
7730,"RT AV thrill/bruit",,
7731,"Femoral site",,
